"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"President Republican Party","BE","John R. Kasich","Mills","5628","8"
"President Republican Party","BE","Donald J. Trump","Mills","5628","154"
"President Republican Party","BE","Ben Carson","Ivey","5629","1"
"President Republican Party","BE","Ted Cruz","Ivey","5629","7"
"President Republican Party","BE","John R. Kasich","Ivey","5629","3"
"President Republican Party","BE","Donald J. Trump","Ivey","5629","88"
"President Republican Party","BE","Ben Carson","Canyon","5630","7"
"President Republican Party","BE","Ted Cruz","Canyon","5630","21"
"President Republican Party","BE","John R. Kasich","Canyon","5630","7"
"President Republican Party","BE","Donald J. Trump","Canyon","5630","98"
"President Republican Party","BE","Ben Carson","Miller","5631","0"
"President Republican Party","BE","Ted Cruz","Miller","5631","0"
"President Republican Party","BE","John R. Kasich","Miller","5631","0"
"President Republican Party","BE","Donald J. Trump","Miller","5631","0"
"President Republican Party","BE","Ben Carson","Candy(*)","5632","0"
"President Republican Party","BE","Ted Cruz","Candy(*)","5632","0"
"President Republican Party","BE","John R. Kasich","Candy(*)","5632","0"
"President Republican Party","BE","Donald J. Trump","Candy(*)","5632","0"
"President Republican Party","BE","Ben Carson","French","5633","3"
"President Republican Party","BE","Ted Cruz","French","5633","5"
"President Republican Party","BE","John R. Kasich","French","5633","0"
"President Republican Party","BE","Donald J. Trump","French","5633","12"
"President Republican Party","BE","Ben Carson","Shockley(*)","5634","0"
"President Republican Party","BE","Ted Cruz","Shockley(*)","5634","0"
"President Republican Party","BE","John R. Kasich","Shockley(*)","5634","0"
"President Republican Party","BE","Donald J. Trump","Shockley(*)","5634","0"
"President Republican Party","BE","Ben Carson","Liberty(*)","5635","0"
"President Republican Party","BE","Ted Cruz","Liberty(*)","5635","0"
"President Republican Party","BE","John R. Kasich","Liberty(*)","5635","0"
"President Republican Party","BE","Donald J. Trump","Liberty(*)","5635","0"
"President Republican Party","BE","Ben Carson","Gage(*)","5636","0"
"President Republican Party","BE","Ted Cruz","Gage(*)","5636","0"
"President Republican Party","BE","John R. Kasich","Gage(*)","5636","0"
"President Republican Party","BE","Donald J. Trump","Gage(*)","5636","0"
"President Republican Party","BE","Ben Carson","Orchard(*)","5637","0"
"President Republican Party","BE","Ted Cruz","Orchard(*)","5637","0"
"President Republican Party","BE","John R. Kasich","Orchard(*)","5637","0"
"President Republican Party","BE","Donald J. Trump","Orchard(*)","5637","0"
"President Republican Party","BE","Ben Carson","White Bluffs","5638","4"
"President Republican Party","BE","Ted Cruz","White Bluffs","5638","27"
"President Republican Party","BE","John R. Kasich","White Bluffs","5638","13"
"President Republican Party","BE","Donald J. Trump","White Bluffs","5638","168"
"President Republican Party","BE","Ben Carson","(none)","5639","6"
"President Republican Party","BE","Ted Cruz","(none)","5639","24"
"President Republican Party","BE","John R. Kasich","(none)","5639","8"
"President Republican Party","BE","Donald J. Trump","(none)","5639","108"
"President Republican Party","BE","Ben Carson","105","6105","4"
"President Republican Party","BE","Ted Cruz","105","6105","13"
"President Republican Party","BE","John R. Kasich","105","6105","7"
"President Republican Party","BE","Donald J. Trump","105","6105","98"
"President Republican Party","BE","Ben Carson","110","6110","7"
"President Republican Party","BE","Ted Cruz","110","6110","15"
"President Republican Party","BE","John R. Kasich","110","6110","11"
"President Republican Party","BE","Donald J. Trump","110","6110","54"
"President Republican Party","BE","Ben Carson","115","6115","2"
"President Republican Party","BE","Ted Cruz","115","6115","7"
"President Republican Party","BE","John R. Kasich","115","6115","12"
"President Republican Party","BE","Donald J. Trump","115","6115","40"
"President Republican Party","BE","Ben Carson","120","6120","5"
"President Republican Party","BE","Ted Cruz","120","6120","16"
"President Republican Party","BE","John R. Kasich","120","6120","20"
"President Republican Party","BE","Donald J. Trump","120","6120","75"
"President Republican Party","BE","Ben Carson","125","6125","6"
"President Republican Party","BE","Ted Cruz","125","6125","13"
"President Republican Party","BE","John R. Kasich","125","6125","6"
"President Republican Party","BE","Donald J. Trump","125","6125","44"
"President Republican Party","BE","Ben Carson","130","6130","0"
"President Republican Party","BE","Ted Cruz","130","6130","17"
"President Republican Party","BE","John R. Kasich","130","6130","21"
"President Republican Party","BE","Donald J. Trump","130","6130","43"
"President Republican Party","BE","Ben Carson","135","6135","4"
"President Republican Party","BE","Ted Cruz","135","6135","12"
"President Republican Party","BE","John R. Kasich","135","6135","13"
"President Republican Party","BE","Donald J. Trump","135","6135","44"
"President Republican Party","BE","Ben Carson","140","6140","8"
"President Republican Party","BE","Ted Cruz","140","6140","11"
"President Republican Party","BE","John R. Kasich","140","6140","8"
"President Republican Party","BE","Donald J. Trump","140","6140","68"
"President Republican Party","BE","Ben Carson","145","6145","7"
"President Republican Party","BE","Ted Cruz","145","6145","14"
"President Republican Party","BE","John R. Kasich","145","6145","18"
"President Republican Party","BE","Donald J. Trump","145","6145","82"
"President Republican Party","BE","Ben Carson","150","6150","5"
"President Republican Party","BE","Ted Cruz","150","6150","7"
"President Republican Party","BE","John R. Kasich","150","6150","31"
"President Republican Party","BE","Donald J. Trump","150","6150","150"
"President Republican Party","BE","Ben Carson","151","6151","10"
"President Republican Party","BE","Ted Cruz","151","6151","30"
"President Republican Party","BE","John R. Kasich","151","6151","24"
"President Republican Party","BE","Donald J. Trump","151","6151","129"
"President Republican Party","BE","Ben Carson","155","6155","9"
"President Republican Party","BE","Ted Cruz","155","6155","17"
"President Republican Party","BE","John R. Kasich","155","6155","24"
"President Republican Party","BE","Donald J. Trump","155","6155","98"
"President Republican Party","BE","Ben Carson","160","6160","10"
"President Republican Party","BE","Ted Cruz","160","6160","26"
"President Republican Party","BE","John R. Kasich","160","6160","21"
"President Republican Party","BE","Donald J. Trump","160","6160","63"
"President Republican Party","BE","Ben Carson","165","6165","3"
"President Republican Party","BE","Ted Cruz","165","6165","8"
"President Republican Party","BE","John R. Kasich","165","6165","4"
"President Republican Party","BE","Donald J. Trump","165","6165","48"
"President Republican Party","BE","Ben Carson","170","6170","5"
"President Republican Party","BE","Ted Cruz","170","6170","15"
"President Republican Party","BE","John R. Kasich","170","6170","4"
"President Republican Party","BE","Donald J. Trump","170","6170","58"
"President Republican Party","BE","Ben Carson","175","6175","9"
"President Republican Party","BE","Ted Cruz","175","6175","37"
"President Republican Party","BE","John R. Kasich","175","6175","23"
"President Republican Party","BE","Donald J. Trump","175","6175","106"
"President Republican Party","BE","Ben Carson","180","6180","5"
"President Republican Party","BE","Ted Cruz","180","6180","6"
"President Republican Party","BE","John R. Kasich","180","6180","7"
"President Republican Party","BE","Donald J. Trump","180","6180","32"
"President Republican Party","BE","Ben Carson","185","6185","4"
"President Republican Party","BE","Ted Cruz","185","6185","6"
"President Republican Party","BE","John R. Kasich","185","6185","3"
"President Republican Party","BE","Donald J. Trump","185","6185","52"
"President Republican Party","BE","Ben Carson","186","6186","2"
"President Republican Party","BE","Ted Cruz","186","6186","2"
"President Republican Party","BE","John R. Kasich","186","6186","2"
"President Republican Party","BE","Donald J. Trump","186","6186","22"
"President Republican Party","BE","Ben Carson","190","6190","5"
"President Republican Party","BE","Ted Cruz","190","6190","20"
"President Republican Party","BE","John R. Kasich","190","6190","12"
"President Republican Party","BE","Donald J. Trump","190","6190","68"
"President Republican Party","BE","Ben Carson","195","6195","1"
"President Republican Party","BE","Ted Cruz","195","6195","15"
"President Republican Party","BE","John R. Kasich","195","6195","5"
"President Republican Party","BE","Donald J. Trump","195","6195","69"
"President Republican Party","BE","Ben Carson","200","6200","1"
"President Republican Party","BE","Ted Cruz","200","6200","15"
"President Republican Party","BE","John R. Kasich","200","6200","6"
"President Republican Party","BE","Donald J. Trump","200","6200","71"
"President Republican Party","BE","Ben Carson","205","6205","3"
"President Republican Party","BE","Ted Cruz","205","6205","14"
"President Republican Party","BE","John R. Kasich","205","6205","4"
"President Republican Party","BE","Donald J. Trump","205","6205","49"
"President Republican Party","BE","Ben Carson","210","6210","4"
"President Republican Party","BE","Ted Cruz","210","6210","7"
"President Republican Party","BE","John R. Kasich","210","6210","8"
"President Republican Party","BE","Donald J. Trump","210","6210","74"
"President Republican Party","BE","Ben Carson","215","6215","3"
"President Republican Party","BE","Ted Cruz","215","6215","7"
"President Republican Party","BE","John R. Kasich","215","6215","4"
"President Republican Party","BE","Donald J. Trump","215","6215","65"
"President Republican Party","BE","Ben Carson","220","6220","6"
"President Republican Party","BE","Ted Cruz","220","6220","10"
"President Republican Party","BE","John R. Kasich","220","6220","3"
"President Republican Party","BE","Donald J. Trump","220","6220","45"
"President Republican Party","BE","Ben Carson","225","6225","7"
"President Republican Party","BE","Ted Cruz","225","6225","14"
"President Republican Party","BE","John R. Kasich","225","6225","16"
"President Republican Party","BE","Donald J. Trump","225","6225","74"
"President Republican Party","BE","Ben Carson","230","6230","1"
"President Republican Party","BE","Ted Cruz","230","6230","8"
"President Republican Party","BE","John R. Kasich","230","6230","7"
"President Republican Party","BE","Donald J. Trump","230","6230","35"
"President Republican Party","BE","Ben Carson","235","6235","2"
"President Republican Party","BE","Ted Cruz","235","6235","6"
"President Republican Party","BE","John R. Kasich","235","6235","3"
"President Republican Party","BE","Donald J. Trump","235","6235","49"
"President Republican Party","BE","Ben Carson","240","6240","11"
"President Republican Party","BE","Ted Cruz","240","6240","17"
"President Republican Party","BE","John R. Kasich","240","6240","10"
"President Republican Party","BE","Donald J. Trump","240","6240","133"
"President Republican Party","BE","Ben Carson","245","6245","4"
"President Republican Party","BE","Ted Cruz","245","6245","8"
"President Republican Party","BE","John R. Kasich","245","6245","4"
"President Republican Party","BE","Donald J. Trump","245","6245","46"
"President Republican Party","BE","Ben Carson","250","6250","8"
"President Republican Party","BE","Ted Cruz","250","6250","19"
"President Republican Party","BE","John R. Kasich","250","6250","2"
"President Republican Party","BE","Donald J. Trump","250","6250","60"
"President Republican Party","BE","Ben Carson","255","6255","8"
"President Republican Party","BE","Ted Cruz","255","6255","16"
"President Republican Party","BE","John R. Kasich","255","6255","8"
"President Republican Party","BE","Donald J. Trump","255","6255","70"
"President Republican Party","BE","Ben Carson","260","6260","7"
"President Republican Party","BE","Ted Cruz","260","6260","13"
"President Republican Party","BE","John R. Kasich","260","6260","9"
"President Republican Party","BE","Donald J. Trump","260","6260","62"
"President Republican Party","BE","Ben Carson","265","6265","7"
"President Republican Party","BE","Ted Cruz","265","6265","8"
"President Republican Party","BE","John R. Kasich","265","6265","3"
"President Republican Party","BE","Donald J. Trump","265","6265","63"
"President Republican Party","BE","Ben Carson","270","6270","9"
"President Republican Party","BE","Ted Cruz","270","6270","18"
"President Republican Party","BE","John R. Kasich","270","6270","18"
"President Republican Party","BE","Donald J. Trump","270","6270","105"
"President Republican Party","BE","Ben Carson","271","6271","4"
"President Republican Party","BE","Ted Cruz","271","6271","17"
"President Republican Party","BE","John R. Kasich","271","6271","4"
"President Republican Party","BE","Donald J. Trump","271","6271","54"
"President Republican Party","BE","Ben Carson","275","6275","2"
"President Republican Party","BE","Ted Cruz","275","6275","8"
"President Republican Party","BE","John R. Kasich","275","6275","4"
"President Republican Party","BE","Donald J. Trump","275","6275","40"
"President Republican Party","BE","Ben Carson","278","6278","4"
"President Republican Party","BE","Ted Cruz","278","6278","30"
"President Republican Party","BE","John R. Kasich","278","6278","13"
"President Republican Party","BE","Donald J. Trump","278","6278","104"
"President Republican Party","BE","Ben Carson","279","6279","4"
"President Republican Party","BE","Ted Cruz","279","6279","11"
"President Republican Party","BE","John R. Kasich","279","6279","2"
"President Republican Party","BE","Donald J. Trump","279","6279","33"
"President Republican Party","BE","Ben Carson","280","6280","4"
"President Republican Party","BE","Ted Cruz","280","6280","21"
"President Republican Party","BE","John R. Kasich","280","6280","13"
"President Republican Party","BE","Donald J. Trump","280","6280","79"
"President Republican Party","BE","Ben Carson","281","6281","9"
"President Republican Party","BE","Ted Cruz","281","6281","22"
"President Republican Party","BE","John R. Kasich","281","6281","28"
"President Republican Party","BE","Donald J. Trump","281","6281","90"
"President Republican Party","BE","Ben Carson","282","6282","2"
"President Republican Party","BE","Ted Cruz","282","6282","32"
"President Republican Party","BE","John R. Kasich","282","6282","8"
"President Republican Party","BE","Donald J. Trump","282","6282","128"
"President Republican Party","BE","Ben Carson","283","6283","2"
"President Republican Party","BE","Ted Cruz","283","6283","22"
"President Republican Party","BE","John R. Kasich","283","6283","11"
"President Republican Party","BE","Donald J. Trump","283","6283","64"
"President Republican Party","BE","Ben Carson","284","6284","2"
"President Republican Party","BE","Ted Cruz","284","6284","7"
"President Republican Party","BE","John R. Kasich","284","6284","15"
"President Republican Party","BE","Donald J. Trump","284","6284","75"
"President Republican Party","BE","Ben Carson","285","6285","9"
"President Republican Party","BE","Ted Cruz","285","6285","29"
"President Republican Party","BE","John R. Kasich","285","6285","10"
"President Republican Party","BE","Donald J. Trump","285","6285","134"
"President Republican Party","BE","Ben Carson","286","6286","5"
"President Republican Party","BE","Ted Cruz","286","6286","18"
"President Republican Party","BE","John R. Kasich","286","6286","8"
"President Republican Party","BE","Donald J. Trump","286","6286","78"
"President Republican Party","BE","Ben Carson","287","6287","1"
"President Republican Party","BE","Ted Cruz","287","6287","4"
"President Republican Party","BE","John R. Kasich","287","6287","4"
"President Republican Party","BE","Donald J. Trump","287","6287","75"
"President Republican Party","BE","Ben Carson","288","6288","10"
"President Republican Party","BE","Ted Cruz","288","6288","27"
"President Republican Party","BE","John R. Kasich","288","6288","14"
"President Republican Party","BE","Donald J. Trump","288","6288","64"
"President Republican Party","BE","Ben Carson","289","6289","9"
"President Republican Party","BE","Ted Cruz","289","6289","11"
"President Republican Party","BE","John R. Kasich","289","6289","26"
"President Republican Party","BE","Donald J. Trump","289","6289","143"
"President Republican Party","BE","Ben Carson","290","6290","5"
"President Republican Party","BE","Ted Cruz","290","6290","8"
"President Republican Party","BE","John R. Kasich","290","6290","7"
"President Republican Party","BE","Donald J. Trump","290","6290","96"
"President Republican Party","BE","Ben Carson","291","6291","8"
"President Republican Party","BE","Ted Cruz","291","6291","17"
"President Republican Party","BE","John R. Kasich","291","6291","7"
"President Republican Party","BE","Donald J. Trump","291","6291","117"
"President Republican Party","BE","Ben Carson","292","6292","3"
"President Republican Party","BE","Ted Cruz","292","6292","17"
"President Republican Party","BE","John R. Kasich","292","6292","12"
"President Republican Party","BE","Donald J. Trump","292","6292","66"
"President Republican Party","BE","Ben Carson","293","6293","1"
"President Republican Party","BE","Ted Cruz","293","6293","8"
"President Republican Party","BE","John R. Kasich","293","6293","6"
"President Republican Party","BE","Donald J. Trump","293","6293","60"
"President Republican Party","BE","Ben Carson","295","6295","2"
"President Republican Party","BE","Ted Cruz","295","6295","13"
"President Republican Party","BE","John R. Kasich","295","6295","20"
"President Republican Party","BE","Donald J. Trump","295","6295","91"
"President Republican Party","BE","Ben Carson","300","6300","9"
"President Republican Party","BE","Ted Cruz","300","6300","13"
"President Republican Party","BE","John R. Kasich","300","6300","15"
"President Republican Party","BE","Donald J. Trump","300","6300","85"
"President Republican Party","BE","Ben Carson","301","6301","5"
"President Republican Party","BE","Ted Cruz","301","6301","12"
"President Republican Party","BE","John R. Kasich","301","6301","9"
"President Republican Party","BE","Donald J. Trump","301","6301","90"
"President Republican Party","BE","Ben Carson","305","6305","4"
"President Republican Party","BE","Ted Cruz","305","6305","9"
"President Republican Party","BE","John R. Kasich","305","6305","15"
"President Republican Party","BE","Donald J. Trump","305","6305","94"
"President Republican Party","BE","Ben Carson","310","6310","4"
"President Republican Party","BE","Ted Cruz","310","6310","19"
"President Republican Party","BE","John R. Kasich","310","6310","12"
"President Republican Party","BE","Donald J. Trump","310","6310","86"
"President Republican Party","BE","Ben Carson","311","6311","0"
"President Republican Party","BE","Ted Cruz","311","6311","0"
"President Republican Party","BE","John R. Kasich","311","6311","0"
"President Republican Party","BE","Donald J. Trump","311","6311","0"
"President Republican Party","BE","Ben Carson","315","6315","5"
"President Republican Party","BE","Ted Cruz","315","6315","26"
"President Republican Party","BE","John R. Kasich","315","6315","31"
"President Republican Party","BE","Donald J. Trump","315","6315","175"
"President Republican Party","BE","Ben Carson","316","6316","0"
"President Republican Party","BE","Ted Cruz","316","6316","0"
"President Republican Party","BE","John R. Kasich","316","6316","0"
"President Republican Party","BE","Donald J. Trump","316","6316","0"
"President Republican Party","BE","Ben Carson","320","6320","12"
"President Republican Party","BE","Ted Cruz","320","6320","25"
"President Republican Party","BE","John R. Kasich","320","6320","33"
"President Republican Party","BE","Donald J. Trump","320","6320","104"
"President Republican Party","CH","Ben Carson","Total","-1","432"
"President Republican Party","CH","Ted Cruz","Total","-1","946"
"President Republican Party","CH","John R. Kasich","Total","-1","851"
"President Republican Party","CH","Donald J. Trump","Total","-1","7578"
"President Republican Party","CH","Ben Carson","100(*)","100","0"
"President Republican Party","CH","Ted Cruz","100(*)","100","0"
"President Republican Party","CH","John R. Kasich","100(*)","100","0"
"President Republican Party","CH","Donald J. Trump","100(*)","100","0"
"President Republican Party","CH","Ben Carson","110","110","6"
"President Republican Party","CH","Ted Cruz","110","110","7"
"President Republican Party","CH","John R. Kasich","110","110","7"
"President Republican Party","CH","Donald J. Trump","110","110","102"
"President Republican Party","CH","Ben Carson","111","111","0"
"President Republican Party","CH","Ted Cruz","111","111","1"
"President Republican Party","CH","John R. Kasich","111","111","9"
"President Republican Party","CH","Donald J. Trump","111","111","31"
"President Republican Party","CH","Ben Carson","112(*)","112","0"
"President Republican Party","CH","Ted Cruz","112(*)","112","0"
"President Republican Party","CH","John R. Kasich","112(*)","112","0"
"President Republican Party","CH","Donald J. Trump","112(*)","112","0"
"President Republican Party","CH","Ben Carson","113","113","0"
"President Republican Party","CH","Ted Cruz","113","113","3"
"President Republican Party","CH","John R. Kasich","113","113","0"
"President Republican Party","CH","Donald J. Trump","113","113","33"
"President Republican Party","CH","Ben Carson","114","114","11"
"President Republican Party","CH","Ted Cruz","114","114","11"
"President Republican Party","CH","John R. Kasich","114","114","11"
"President Republican Party","CH","Donald J. Trump","114","114","136"
"President Republican Party","CH","Ben Carson","115","115","0"
"President Republican Party","CH","Ted Cruz","115","115","3"
"President Republican Party","CH","John R. Kasich","115","115","5"
"President Republican Party","CH","Donald J. Trump","115","115","13"
"President Republican Party","CH","Ben Carson","116","116","4"
"President Republican Party","CH","Ted Cruz","116","116","5"
"President Republican Party","CH","John R. Kasich","116","116","7"
"President Republican Party","CH","Donald J. Trump","116","116","51"
"President Republican Party","CH","Ben Carson","120","120","5"
"President Republican Party","CH","Ted Cruz","120","120","17"
"President Republican Party","CH","John R. Kasich","120","120","11"
"President Republican Party","CH","Donald J. Trump","120","120","115"
"President Republican Party","CH","Ben Carson","121","121","5"
"President Republican Party","CH","Ted Cruz","121","121","18"
"President Republican Party","CH","John R. Kasich","121","121","5"
"President Republican Party","CH","Donald J. Trump","121","121","110"
"President Republican Party","CH","Ben Carson","122","122","4"
"President Republican Party","CH","Ted Cruz","122","122","13"
"President Republican Party","CH","John R. Kasich","122","122","11"
"President Republican Party","CH","Donald J. Trump","122","122","52"
"President Republican Party","CH","Ben Carson","123(*)","123","0"
"President Republican Party","CH","Ted Cruz","123(*)","123","0"
"President Republican Party","CH","John R. Kasich","123(*)","123","0"
"President Republican Party","CH","Donald J. Trump","123(*)","123","0"
"President Republican Party","CH","Ben Carson","124","124","2"
"President Republican Party","CH","Ted Cruz","124","124","1"
"President Republican Party","CH","John R. Kasich","124","124","2"
"President Republican Party","CH","Donald J. Trump","124","124","27"
"President Republican Party","CH","Ben Carson","125","125","7"
"President Republican Party","CH","Ted Cruz","125","125","36"
"President Republican Party","CH","John R. Kasich","125","125","28"
"President Republican Party","CH","Donald J. Trump","125","125","143"
"President Republican Party","CH","Ben Carson","126","126","2"
"President Republican Party","CH","Ted Cruz","126","126","3"
"President Republican Party","CH","John R. Kasich","126","126","0"
"President Republican Party","CH","Donald J. Trump","126","126","20"
"President Republican Party","CH","Ben Carson","127","127","2"
"President Republican Party","CH","Ted Cruz","127","127","7"
"President Republican Party","CH","John R. Kasich","127","127","2"
"President Republican Party","CH","Donald J. Trump","127","127","43"
"President Republican Party","CH","Ben Carson","128","128","4"
"President Republican Party","CH","Ted Cruz","128","128","2"
"President Republican Party","CH","John R. Kasich","128","128","5"
"President Republican Party","CH","Donald J. Trump","128","128","23"
"President Republican Party","CH","Ben Carson","129","129","1"
"President Republican Party","CH","Ted Cruz","129","129","9"
"President Republican Party","CH","John R. Kasich","129","129","16"
"President Republican Party","CH","Donald J. Trump","129","129","70"
"President Republican Party","CH","Ben Carson","131","131","2"
"President Republican Party","CH","Ted Cruz","131","131","3"
"President Republican Party","CH","John R. Kasich","131","131","2"
"President Republican Party","CH","Donald J. Trump","131","131","29"
"President Republican Party","CH","Ben Carson","132(*)","132","0"
"President Republican Party","CH","Ted Cruz","132(*)","132","0"
"President Republican Party","CH","John R. Kasich","132(*)","132","0"
"President Republican Party","CH","Donald J. Trump","132(*)","132","0"
"President Republican Party","CH","Ben Carson","133","133","2"
"President Republican Party","CH","Ted Cruz","133","133","10"
"President Republican Party","CH","John R. Kasich","133","133","11"
"President Republican Party","CH","Donald J. Trump","133","133","114"
"President Republican Party","CH","Ben Carson","134","134","16"
"President Republican Party","CH","Ted Cruz","134","134","36"
"President Republican Party","CH","John R. Kasich","134","134","16"
"President Republican Party","CH","Donald J. Trump","134","134","152"
"President Republican Party","CH","Ben Carson","135","135","6"
"President Republican Party","CH","Ted Cruz","135","135","26"
"President Republican Party","CH","John R. Kasich","135","135","18"
"President Republican Party","CH","Donald J. Trump","135","135","195"
"President Republican Party","CH","Ben Carson","136(*)","136","0"
"President Republican Party","CH","Ted Cruz","136(*)","136","0"
"President Republican Party","CH","John R. Kasich","136(*)","136","0"
"President Republican Party","CH","Donald J. Trump","136(*)","136","0"
"President Republican Party","CH","Ben Carson","140","140","3"
"President Republican Party","CH","Ted Cruz","140","140","6"
"President Republican Party","CH","John R. Kasich","140","140","1"
"President Republican Party","CH","Donald J. Trump","140","140","57"
"President Republican Party","CH","Ben Carson","141(*)","141","0"
"President Republican Party","CH","Ted Cruz","141(*)","141","0"
"President Republican Party","CH","John R. Kasich","141(*)","141","0"
"President Republican Party","CH","Donald J. Trump","141(*)","141","0"
"President Republican Party","CH","Ben Carson","142(*)","142","0"
"President Republican Party","CH","Ted Cruz","142(*)","142","0"
"President Republican Party","CH","John R. Kasich","142(*)","142","0"
"President Republican Party","CH","Donald J. Trump","142(*)","142","0"
"President Republican Party","CH","Ben Carson","143(*)","143","0"
"President Republican Party","CH","Ted Cruz","143(*)","143","0"
"President Republican Party","CH","John R. Kasich","143(*)","143","0"
"President Republican Party","CH","Donald J. Trump","143(*)","143","0"
"President Republican Party","CH","Ben Carson","144","144","0"
"President Republican Party","CH","Ted Cruz","144","144","2"
"President Republican Party","CH","John R. Kasich","144","144","0"
"President Republican Party","CH","Donald J. Trump","144","144","10"
"President Republican Party","CH","Ben Carson","145","145","0"
"President Republican Party","CH","Ted Cruz","145","145","2"
"President Republican Party","CH","John R. Kasich","145","145","0"
"President Republican Party","CH","Donald J. Trump","145","145","15"
"President Republican Party","CH","Ben Carson","146","146","2"
"President Republican Party","CH","Ted Cruz","146","146","4"
"President Republican Party","CH","John R. Kasich","146","146","3"
"President Republican Party","CH","Donald J. Trump","146","146","43"
"President Republican Party","CH","Ben Carson","147","147","7"
"President Republican Party","CH","Ted Cruz","147","147","21"
"President Republican Party","CH","John R. Kasich","147","147","8"
"President Republican Party","CH","Donald J. Trump","147","147","234"
"President Republican Party","CH","Ben Carson","148","148","9"
"President Republican Party","CH","Ted Cruz","148","148","5"
"President Republican Party","CH","John R. Kasich","148","148","2"
"President Republican Party","CH","Donald J. Trump","148","148","66"
"President Republican Party","CH","Ben Carson","149","149","5"
"President Republican Party","CH","Ted Cruz","149","149","7"
"President Republican Party","CH","John R. Kasich","149","149","10"
"President Republican Party","CH","Donald J. Trump","149","149","59"
"President Republican Party","CH","Ben Carson","150","150","1"
"President Republican Party","CH","Ted Cruz","150","150","2"
"President Republican Party","CH","John R. Kasich","150","150","1"
"President Republican Party","CH","Donald J. Trump","150","150","18"
"President Republican Party","CH","Ben Carson","151(*)","151","0"
"President Republican Party","CH","Ted Cruz","151(*)","151","0"
"President Republican Party","CH","John R. Kasich","151(*)","151","0"
"President Republican Party","CH","Donald J. Trump","151(*)","151","0"
"President Republican Party","CH","Ben Carson","152(*)","152","0"
"President Republican Party","CH","Ted Cruz","152(*)","152","0"
"President Republican Party","CH","John R. Kasich","152(*)","152","0"
"President Republican Party","CH","Donald J. Trump","152(*)","152","0"
"President Republican Party","CH","Ben Carson","153","153","21"
"President Republican Party","CH","Ted Cruz","153","153","36"
"President Republican Party","CH","John R. Kasich","153","153","27"
"President Republican Party","CH","Donald J. Trump","153","153","271"
"President Republican Party","CH","Ben Carson","154","154","4"
"President Republican Party","CH","Ted Cruz","154","154","27"
"President Republican Party","CH","John R. Kasich","154","154","25"
"President Republican Party","CH","Donald J. Trump","154","154","213"
"President Republican Party","CH","Ben Carson","155","155","4"
"President Republican Party","CH","Ted Cruz","155","155","4"
"President Republican Party","CH","John R. Kasich","155","155","17"
"President Republican Party","CH","Donald J. Trump","155","155","79"
"President Republican Party","CH","Ben Carson","156","156","1"
"President Republican Party","CH","Ted Cruz","156","156","4"
"President Republican Party","CH","John R. Kasich","156","156","1"
"President Republican Party","CH","Donald J. Trump","156","156","20"
"President Republican Party","CH","Ben Carson","157","157","2"
"President Republican Party","CH","Ted Cruz","157","157","25"
"President Republican Party","CH","John R. Kasich","157","157","15"
"President Republican Party","CH","Donald J. Trump","157","157","206"
"President Republican Party","CH","Ben Carson","158","158","4"
"President Republican Party","CH","Ted Cruz","158","158","2"
"President Republican Party","CH","John R. Kasich","158","158","5"
"President Republican Party","CH","Donald J. Trump","158","158","54"
"President Republican Party","CH","Ben Carson","159(*)","159","0"
"President Republican Party","CH","Ted Cruz","159(*)","159","0"
"President Republican Party","CH","John R. Kasich","159(*)","159","0"
"President Republican Party","CH","Donald J. Trump","159(*)","159","0"
"President Republican Party","CH","Ben Carson","161(*)","161","0"
"President Republican Party","CH","Ted Cruz","161(*)","161","0"
"President Republican Party","CH","John R. Kasich","161(*)","161","0"
"President Republican Party","CH","Donald J. Trump","161(*)","161","0"
"President Republican Party","CH","Ben Carson","162(*)","162","0"
"President Republican Party","CH","Ted Cruz","162(*)","162","0"
"President Republican Party","CH","John R. Kasich","162(*)","162","0"
"President Republican Party","CH","Donald J. Trump","162(*)","162","0"
"President Republican Party","CH","Ben Carson","163(*)","163","0"
"President Republican Party","CH","Ted Cruz","163(*)","163","0"
"President Republican Party","CH","John R. Kasich","163(*)","163","0"
"President Republican Party","CH","Donald J. Trump","163(*)","163","0"
"President Republican Party","CH","Ben Carson","164","164","2"
"President Republican Party","CH","Ted Cruz","164","164","4"
"President Republican Party","CH","John R. Kasich","164","164","5"
"President Republican Party","CH","Donald J. Trump","164","164","71"
"President Republican Party","CH","Ben Carson","165","165","1"
"President Republican Party","CH","Ted Cruz","165","165","9"
"President Republican Party","CH","John R. Kasich","165","165","3"
"President Republican Party","CH","Donald J. Trump","165","165","41"
"President Republican Party","CH","Ben Carson","171(*)","171","0"
"President Republican Party","CH","Ted Cruz","171(*)","171","0"
"President Republican Party","CH","John R. Kasich","171(*)","171","0"
"President Republican Party","CH","Donald J. Trump","171(*)","171","0"
"President Republican Party","CH","Ben Carson","172","172","0"
"President Republican Party","CH","Ted Cruz","172","172","3"
"President Republican Party","CH","John R. Kasich","172","172","0"
"President Republican Party","CH","Donald J. Trump","172","172","10"
"President Republican Party","CH","Ben Carson","173","173","0"
"President Republican Party","CH","Ted Cruz","173","173","1"
"President Republican Party","CH","John R. Kasich","173","173","2"
"President Republican Party","CH","Donald J. Trump","173","173","3"
"President Republican Party","CH","Ben Carson","174","174","4"
