"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"President Democratic Party","BE","Bernie Sanders","WR 8","4008","41"
"President Democratic Party","BE","Hillary Clinton ","WR 9","4009","27"
"President Democratic Party","BE","Bernie Sanders","WR 9","4009","34"
"President Democratic Party","BE","Hillary Clinton ","WR 10(*)","4010","0"
"President Democratic Party","BE","Bernie Sanders","WR 10(*)","4010","0"
"President Democratic Party","BE","Hillary Clinton ","WR 11","4011","24"
"President Democratic Party","BE","Bernie Sanders","WR 11","4011","26"
"President Democratic Party","BE","Hillary Clinton ","WR12","4012","34"
"President Democratic Party","BE","Bernie Sanders","WR12","4012","57"
"President Democratic Party","BE","Hillary Clinton ","WR13","4013","16"
"President Democratic Party","BE","Bernie Sanders","WR13","4013","16"
"President Democratic Party","BE","Hillary Clinton ","WR14","4014","65"
"President Democratic Party","BE","Bernie Sanders","WR14","4014","47"
"President Democratic Party","BE","Hillary Clinton ","WR15","4015","28"
"President Democratic Party","BE","Bernie Sanders","WR15","4015","28"
"President Democratic Party","BE","Hillary Clinton ","WR 16","4016","12"
"President Democratic Party","BE","Bernie Sanders","WR 16","4016","20"
"President Democratic Party","BE","Hillary Clinton ","WR 17","4017","25"
"President Democratic Party","BE","Bernie Sanders","WR 17","4017","12"
"President Democratic Party","BE","Hillary Clinton ","Enterprise","4101","13"
"President Democratic Party","BE","Bernie Sanders","Enterprise","4101","20"
"President Democratic Party","BE","Hillary Clinton ","Harrington","4102","33"
"President Democratic Party","BE","Bernie Sanders","Harrington","4102","38"
"President Democratic Party","BE","Hillary Clinton ","Red Mountain","4103","16"
"President Democratic Party","BE","Bernie Sanders","Red Mountain","4103","28"
"President Democratic Party","BE","Hillary Clinton ","Cascade","5602","34"
"President Democratic Party","BE","Bernie Sanders","Cascade","5602","18"
"President Democratic Party","BE","Hillary Clinton ","Clements","5603","9"
"President Democratic Party","BE","Bernie Sanders","Clements","5603","2"
"President Democratic Party","BE","Hillary Clinton ","Finley","5606","45"
"President Democratic Party","BE","Bernie Sanders","Finley","5606","43"
"President Democratic Party","BE","Hillary Clinton ","Hawthorne","5608","26"
"President Democratic Party","BE","Bernie Sanders","Hawthorne","5608","22"
"President Democratic Party","BE","Hillary Clinton ","Hedges","5609","17"
"President Democratic Party","BE","Bernie Sanders","Hedges","5609","16"
"President Democratic Party","BE","Hillary Clinton ","Jewel","5613","6"
"President Democratic Party","BE","Bernie Sanders","Jewel","5613","3"
"President Democratic Party","BE","Hillary Clinton ","Kennewick Valley","5615","26"
"President Democratic Party","BE","Bernie Sanders","Kennewick Valley","5615","34"
"President Democratic Party","BE","Hillary Clinton ","Umatilla","5619","8"
"President Democratic Party","BE","Bernie Sanders","Umatilla","5619","13"
"President Democratic Party","BE","Hillary Clinton ","Vista","5621","7"
"President Democratic Party","BE","Bernie Sanders","Vista","5621","13"
"President Democratic Party","BE","Hillary Clinton ","Washington","5622","12"
"President Democratic Party","BE","Bernie Sanders","Washington","5622","11"
"President Democratic Party","BE","Hillary Clinton ","Yellowstone","5623","22"
"President Democratic Party","BE","Bernie Sanders","Yellowstone","5623","25"
"President Democratic Party","BE","Hillary Clinton ","Oak","5624","23"
"President Democratic Party","BE","Bernie Sanders","Oak","5624","16"
"President Democratic Party","BE","Hillary Clinton ","Celilo","5625","34"
"President Democratic Party","BE","Bernie Sanders","Celilo","5625","32"
"President Democratic Party","BE","Hillary Clinton ","Randy","5626","12"
"President Democratic Party","BE","Bernie Sanders","Randy","5626","8"
"President Democratic Party","BE","Hillary Clinton ","El Rancho","5627","48"
"President Democratic Party","BE","Bernie Sanders","El Rancho","5627","48"
"President Democratic Party","BE","Hillary Clinton ","Mills","5628","39"
"President Democratic Party","BE","Bernie Sanders","Mills","5628","35"
"President Democratic Party","BE","Hillary Clinton ","Ivey","5629","22"
"President Democratic Party","BE","Bernie Sanders","Ivey","5629","19"
"President Democratic Party","BE","Hillary Clinton ","Canyon","5630","19"
"President Democratic Party","BE","Bernie Sanders","Canyon","5630","21"
"President Democratic Party","BE","Hillary Clinton ","Miller","5631","0"
"President Democratic Party","BE","Bernie Sanders","Miller","5631","0"
"President Democratic Party","BE","Hillary Clinton ","Candy(*)","5632","0"
"President Democratic Party","BE","Bernie Sanders","Candy(*)","5632","0"
"President Democratic Party","BE","Hillary Clinton ","French","5633","4"
"President Democratic Party","BE","Bernie Sanders","French","5633","3"
"President Democratic Party","BE","Hillary Clinton ","Shockley(*)","5634","0"
"President Democratic Party","BE","Bernie Sanders","Shockley(*)","5634","0"
"President Democratic Party","BE","Hillary Clinton ","Liberty(*)","5635","0"
"President Democratic Party","BE","Bernie Sanders","Liberty(*)","5635","0"
"President Democratic Party","BE","Hillary Clinton ","Gage(*)","5636","0"
"President Democratic Party","BE","Bernie Sanders","Gage(*)","5636","0"
"President Democratic Party","BE","Hillary Clinton ","Orchard","5637","5"
"President Democratic Party","BE","Bernie Sanders","Orchard","5637","8"
"President Democratic Party","BE","Hillary Clinton ","White Bluffs","5638","34"
"President Democratic Party","BE","Bernie Sanders","White Bluffs","5638","38"
"President Democratic Party","BE","Hillary Clinton ","(none)","5639","12"
"President Democratic Party","BE","Bernie Sanders","(none)","5639","19"
"President Democratic Party","BE","Hillary Clinton ","105","6105","28"
"President Democratic Party","BE","Bernie Sanders","105","6105","29"
"President Democratic Party","BE","Hillary Clinton ","110","6110","56"
"President Democratic Party","BE","Bernie Sanders","110","6110","34"
"President Democratic Party","BE","Hillary Clinton ","115","6115","46"
"President Democratic Party","BE","Bernie Sanders","115","6115","42"
"President Democratic Party","BE","Hillary Clinton ","120","6120","45"
"President Democratic Party","BE","Bernie Sanders","120","6120","30"
"President Democratic Party","BE","Hillary Clinton ","125","6125","21"
"President Democratic Party","BE","Bernie Sanders","125","6125","22"
"President Democratic Party","BE","Hillary Clinton ","130","6130","41"
"President Democratic Party","BE","Bernie Sanders","130","6130","33"
"President Democratic Party","BE","Hillary Clinton ","135","6135","36"
"President Democratic Party","BE","Bernie Sanders","135","6135","35"
"President Democratic Party","BE","Hillary Clinton ","140","6140","33"
"President Democratic Party","BE","Bernie Sanders","140","6140","40"
"President Democratic Party","BE","Hillary Clinton ","145","6145","50"
"President Democratic Party","BE","Bernie Sanders","145","6145","43"
"President Democratic Party","BE","Hillary Clinton ","150","6150","55"
"President Democratic Party","BE","Bernie Sanders","150","6150","36"
"President Democratic Party","BE","Hillary Clinton ","151","6151","85"
"President Democratic Party","BE","Bernie Sanders","151","6151","55"
"President Democratic Party","BE","Hillary Clinton ","155","6155","49"
"President Democratic Party","BE","Bernie Sanders","155","6155","39"
"President Democratic Party","BE","Hillary Clinton ","160","6160","50"
"President Democratic Party","BE","Bernie Sanders","160","6160","58"
"President Democratic Party","BE","Hillary Clinton ","165","6165","47"
"President Democratic Party","BE","Bernie Sanders","165","6165","44"
"President Democratic Party","BE","Hillary Clinton ","170","6170","22"
"President Democratic Party","BE","Bernie Sanders","170","6170","60"
"President Democratic Party","BE","Hillary Clinton ","175","6175","45"
"President Democratic Party","BE","Bernie Sanders","175","6175","56"
"President Democratic Party","BE","Hillary Clinton ","180","6180","25"
"President Democratic Party","BE","Bernie Sanders","180","6180","50"
"President Democratic Party","BE","Hillary Clinton ","185","6185","48"
"President Democratic Party","BE","Bernie Sanders","185","6185","34"
"President Democratic Party","BE","Hillary Clinton ","186","6186","17"
"President Democratic Party","BE","Bernie Sanders","186","6186","22"
"President Democratic Party","BE","Hillary Clinton ","190","6190","44"
"President Democratic Party","BE","Bernie Sanders","190","6190","54"
"President Democratic Party","BE","Hillary Clinton ","195","6195","25"
"President Democratic Party","BE","Bernie Sanders","195","6195","23"
"President Democratic Party","BE","Hillary Clinton ","200","6200","30"
"President Democratic Party","BE","Bernie Sanders","200","6200","50"
"President Democratic Party","BE","Hillary Clinton ","205","6205","19"
"President Democratic Party","BE","Bernie Sanders","205","6205","48"
"President Democratic Party","BE","Hillary Clinton ","210","6210","21"
"President Democratic Party","BE","Bernie Sanders","210","6210","38"
"President Democratic Party","BE","Hillary Clinton ","215","6215","21"
"President Democratic Party","BE","Bernie Sanders","215","6215","35"
"President Democratic Party","BE","Hillary Clinton ","220","6220","20"
"President Democratic Party","BE","Bernie Sanders","220","6220","37"
"President Democratic Party","BE","Hillary Clinton ","225","6225","31"
"President Democratic Party","BE","Bernie Sanders","225","6225","28"
"President Democratic Party","BE","Hillary Clinton ","230","6230","24"
"President Democratic Party","BE","Bernie Sanders","230","6230","33"
"President Democratic Party","BE","Hillary Clinton ","235","6235","26"
"President Democratic Party","BE","Bernie Sanders","235","6235","26"
"President Democratic Party","BE","Hillary Clinton ","240","6240","48"
"President Democratic Party","BE","Bernie Sanders","240","6240","62"
"President Democratic Party","BE","Hillary Clinton ","245","6245","25"
"President Democratic Party","BE","Bernie Sanders","245","6245","35"
"President Democratic Party","BE","Hillary Clinton ","250","6250","35"
"President Democratic Party","BE","Bernie Sanders","250","6250","45"
"President Democratic Party","BE","Hillary Clinton ","255","6255","47"
"President Democratic Party","BE","Bernie Sanders","255","6255","63"
"President Democratic Party","BE","Hillary Clinton ","260","6260","19"
"President Democratic Party","BE","Bernie Sanders","260","6260","33"
"President Democratic Party","BE","Hillary Clinton ","265","6265","33"
"President Democratic Party","BE","Bernie Sanders","265","6265","43"
"President Democratic Party","BE","Hillary Clinton ","270","6270","65"
"President Democratic Party","BE","Bernie Sanders","270","6270","56"
"President Democratic Party","BE","Hillary Clinton ","271","6271","21"
"President Democratic Party","BE","Bernie Sanders","271","6271","20"
"President Democratic Party","BE","Hillary Clinton ","275","6275","26"
"President Democratic Party","BE","Bernie Sanders","275","6275","32"
"President Democratic Party","BE","Hillary Clinton ","278","6278","40"
"President Democratic Party","BE","Bernie Sanders","278","6278","26"
"President Democratic Party","BE","Hillary Clinton ","279","6279","9"
"President Democratic Party","BE","Bernie Sanders","279","6279","13"
"President Democratic Party","BE","Hillary Clinton ","280","6280","45"
"President Democratic Party","BE","Bernie Sanders","280","6280","40"
"President Democratic Party","BE","Hillary Clinton ","281","6281","72"
"President Democratic Party","BE","Bernie Sanders","281","6281","36"
"President Democratic Party","BE","Hillary Clinton ","282","6282","62"
"President Democratic Party","BE","Bernie Sanders","282","6282","42"
"President Democratic Party","BE","Hillary Clinton ","283","6283","29"
"President Democratic Party","BE","Bernie Sanders","283","6283","39"
"President Democratic Party","BE","Hillary Clinton ","284","6284","28"
"President Democratic Party","BE","Bernie Sanders","284","6284","24"
"President Democratic Party","BE","Hillary Clinton ","285","6285","58"
"President Democratic Party","BE","Bernie Sanders","285","6285","42"
"President Democratic Party","BE","Hillary Clinton ","286","6286","27"
"President Democratic Party","BE","Bernie Sanders","286","6286","13"
"President Democratic Party","BE","Hillary Clinton ","287","6287","39"
"President Democratic Party","BE","Bernie Sanders","287","6287","40"
"President Democratic Party","BE","Hillary Clinton ","288","6288","57"
"President Democratic Party","BE","Bernie Sanders","288","6288","27"
"President Democratic Party","BE","Hillary Clinton ","289","6289","49"
"President Democratic Party","BE","Bernie Sanders","289","6289","42"
"President Democratic Party","BE","Hillary Clinton ","290","6290","39"
"President Democratic Party","BE","Bernie Sanders","290","6290","50"
"President Democratic Party","BE","Hillary Clinton ","291","6291","52"
"President Democratic Party","BE","Bernie Sanders","291","6291","47"
"President Democratic Party","BE","Hillary Clinton ","292","6292","32"
"President Democratic Party","BE","Bernie Sanders","292","6292","25"
"President Democratic Party","BE","Hillary Clinton ","293","6293","15"
"President Democratic Party","BE","Bernie Sanders","293","6293","17"
"President Democratic Party","BE","Hillary Clinton ","295","6295","41"
"President Democratic Party","BE","Bernie Sanders","295","6295","34"
"President Democratic Party","BE","Hillary Clinton ","300","6300","44"
"President Democratic Party","BE","Bernie Sanders","300","6300","23"
"President Democratic Party","BE","Hillary Clinton ","301","6301","39"
