PRECINCT,POSITION,DISTRICT CODE,PARTY,CANDIDATE NAME,VOTES
4404,U S SENATOR,,GRN,AARON DIXON,12
4405,U S SENATOR,,GRN,AARON DIXON,3
4406,U S SENATOR,,GRN,AARON DIXON,7
4407,U S SENATOR,,GRN,AARON DIXON,8
4408,U S SENATOR,,GRN,AARON DIXON,4
4409,U S SENATOR,,GRN,AARON DIXON,5
4410,U S SENATOR,,GRN,AARON DIXON,7
4411,U S SENATOR,,GRN,AARON DIXON,2
4412,U S SENATOR,,GRN,AARON DIXON,8
4413,U S SENATOR,,GRN,AARON DIXON,4
4414,U S SENATOR,,GRN,AARON DIXON,1
4415,U S SENATOR,,GRN,AARON DIXON,5
4416,U S SENATOR,,GRN,AARON DIXON,3
4417,U S SENATOR,,GRN,AARON DIXON,7
4418,U S SENATOR,,GRN,AARON DIXON,13
4419,U S SENATOR,,GRN,AARON DIXON,9
4420,U S SENATOR,,GRN,AARON DIXON,3
4421,U S SENATOR,,GRN,AARON DIXON,2
4422,U S SENATOR,,GRN,AARON DIXON,4
4423,U S SENATOR,,GRN,AARON DIXON,1
4424,U S SENATOR,,GRN,AARON DIXON,3
4425,U S SENATOR,,GRN,AARON DIXON,5
4426,U S SENATOR,,GRN,AARON DIXON,5
4427,U S SENATOR,,GRN,AARON DIXON,6
4428,U S SENATOR,,GRN,AARON DIXON,5
4429,U S SENATOR,,GRN,AARON DIXON,3
4430,U S SENATOR,,GRN,AARON DIXON,4
4431,U S SENATOR,,GRN,AARON DIXON,1
4432,U S SENATOR,,GRN,AARON DIXON,5
4433,U S SENATOR,,GRN,AARON DIXON,4
4434,U S SENATOR,,GRN,AARON DIXON,2
4435,U S SENATOR,,GRN,AARON DIXON,2
4436,U S SENATOR,,GRN,AARON DIXON,4
4437,U S SENATOR,,GRN,AARON DIXON,7
4438,U S SENATOR,,GRN,AARON DIXON,6
4439,U S SENATOR,,GRN,AARON DIXON,2
4440,U S SENATOR,,GRN,AARON DIXON,5
4441,U S SENATOR,,GRN,AARON DIXON,5
6000,U S SENATOR,,GRN,AARON DIXON,2
6001,U S SENATOR,,GRN,AARON DIXON,4
6002,U S SENATOR,,GRN,AARON DIXON,1
6003,U S SENATOR,,GRN,AARON DIXON,1
6004,U S SENATOR,,GRN,AARON DIXON,5
6005,U S SENATOR,,GRN,AARON DIXON,9
6006,U S SENATOR,,GRN,AARON DIXON,0
6007,U S SENATOR,,GRN,AARON DIXON,1
6008,U S SENATOR,,GRN,AARON DIXON,1
6009,U S SENATOR,,GRN,AARON DIXON,4
6010,U S SENATOR,,GRN,AARON DIXON,0
6011,U S SENATOR,,GRN,AARON DIXON,1
6012,U S SENATOR,,GRN,AARON DIXON,3
6014,U S SENATOR,,GRN,AARON DIXON,7
6015,U S SENATOR,,GRN,AARON DIXON,4
6016,U S SENATOR,,GRN,AARON DIXON,3
6017,U S SENATOR,,GRN,AARON DIXON,0
6018,U S SENATOR,,GRN,AARON DIXON,4
6019,U S SENATOR,,GRN,AARON DIXON,6
6020,U S SENATOR,,GRN,AARON DIXON,5
6021,U S SENATOR,,GRN,AARON DIXON,0
6022,U S SENATOR,,GRN,AARON DIXON,5
6023,U S SENATOR,,GRN,AARON DIXON,0
6024,U S SENATOR,,GRN,AARON DIXON,6
6025,U S SENATOR,,GRN,AARON DIXON,1
6026,U S SENATOR,,GRN,AARON DIXON,3
6027,U S SENATOR,,GRN,AARON DIXON,3
6028,U S SENATOR,,GRN,AARON DIXON,0
6029,U S SENATOR,,GRN,AARON DIXON,1
6030,U S SENATOR,,GRN,AARON DIXON,3
6031,U S SENATOR,,GRN,AARON DIXON,4
6032,U S SENATOR,,GRN,AARON DIXON,6
6033,U S SENATOR,,GRN,AARON DIXON,0
6034,U S SENATOR,,GRN,AARON DIXON,2
6035,U S SENATOR,,GRN,AARON DIXON,3
6036,U S SENATOR,,GRN,AARON DIXON,3
6037,U S SENATOR,,GRN,AARON DIXON,0
6038,U S SENATOR,,GRN,AARON DIXON,2
6039,U S SENATOR,,GRN,AARON DIXON,2
6100,U S SENATOR,,GRN,AARON DIXON,4
6101,U S SENATOR,,GRN,AARON DIXON,1
6102,U S SENATOR,,GRN,AARON DIXON,0
6103,U S SENATOR,,GRN,AARON DIXON,4
6104,U S SENATOR,,GRN,AARON DIXON,1
6105,U S SENATOR,,GRN,AARON DIXON,2
6106,U S SENATOR,,GRN,AARON DIXON,6
6107,U S SENATOR,,GRN,AARON DIXON,1
6108,U S SENATOR,,GRN,AARON DIXON,1
6109,U S SENATOR,,GRN,AARON DIXON,6
6110,U S SENATOR,,GRN,AARON DIXON,0
6111,U S SENATOR,,GRN,AARON DIXON,1
6112,U S SENATOR,,GRN,AARON DIXON,3
6113,U S SENATOR,,GRN,AARON DIXON,1
6114,U S SENATOR,,GRN,AARON DIXON,5
6115,U S SENATOR,,GRN,AARON DIXON,6
6116,U S SENATOR,,GRN,AARON DIXON,7
6117,U S SENATOR,,GRN,AARON DIXON,12
6118,U S SENATOR,,GRN,AARON DIXON,2
6119,U S SENATOR,,GRN,AARON DIXON,3
6120,U S SENATOR,,GRN,AARON DIXON,5
6121,U S SENATOR,,GRN,AARON DIXON,0
6122,U S SENATOR,,GRN,AARON DIXON,4
6123,U S SENATOR,,GRN,AARON DIXON,3
6124,U S SENATOR,,GRN,AARON DIXON,5
6125,U S SENATOR,,GRN,AARON DIXON,5
6126,U S SENATOR,,GRN,AARON DIXON,4
6127,U S SENATOR,,GRN,AARON DIXON,7
6128,U S SENATOR,,GRN,AARON DIXON,1
6129,U S SENATOR,,GRN,AARON DIXON,7
6130,U S SENATOR,,GRN,AARON DIXON,1
6131,U S SENATOR,,GRN,AARON DIXON,4
6132,U S SENATOR,,GRN,AARON DIXON,7
6133,U S SENATOR,,GRN,AARON DIXON,5
6134,U S SENATOR,,GRN,AARON DIXON,2
6135,U S SENATOR,,GRN,AARON DIXON,8
6136,U S SENATOR,,GRN,AARON DIXON,11
6137,U S SENATOR,,GRN,AARON DIXON,5
6138,U S SENATOR,,GRN,AARON DIXON,5
6139,U S SENATOR,,GRN,AARON DIXON,1
6140,U S SENATOR,,GRN,AARON DIXON,6
6141,U S SENATOR,,GRN,AARON DIXON,12
6142,U S SENATOR,,GRN,AARON DIXON,1
6143,U S SENATOR,,GRN,AARON DIXON,2
6144,U S SENATOR,,GRN,AARON DIXON,12
6145,U S SENATOR,,GRN,AARON DIXON,4
6146,U S SENATOR,,GRN,AARON DIXON,7
6147,U S SENATOR,,GRN,AARON DIXON,7
6148,U S SENATOR,,GRN,AARON DIXON,3
6149,U S SENATOR,,GRN,AARON DIXON,4
6150,U S SENATOR,,GRN,AARON DIXON,0
6151,U S SENATOR,,GRN,AARON DIXON,6
6400,U S SENATOR,,GRN,AARON DIXON,2
7000,U S SENATOR,,GRN,AARON DIXON,8
7001,U S SENATOR,,GRN,AARON DIXON,2
7002,U S SENATOR,,GRN,AARON DIXON,1
7003,U S SENATOR,,GRN,AARON DIXON,1
7004,U S SENATOR,,GRN,AARON DIXON,1
7005,U S SENATOR,,GRN,AARON DIXON,6
7006,U S SENATOR,,GRN,AARON DIXON,9
7007,U S SENATOR,,GRN,AARON DIXON,3
7008,U S SENATOR,,GRN,AARON DIXON,3
7009,U S SENATOR,,GRN,AARON DIXON,5
7010,U S SENATOR,,GRN,AARON DIXON,11
7011,U S SENATOR,,GRN,AARON DIXON,3
7012,U S SENATOR,,GRN,AARON DIXON,2
7100,U S SENATOR,,GRN,AARON DIXON,4
7101,U S SENATOR,,GRN,AARON DIXON,3
7200,U S SENATOR,,GRN,AARON DIXON,3
7300,U S SENATOR,,GRN,AARON DIXON,4
7301,U S SENATOR,,GRN,AARON DIXON,2
9000,U S SENATOR,,GRN,AARON DIXON,1
9001,U S SENATOR,,GRN,AARON DIXON,0
9002,U S SENATOR,,GRN,AARON DIXON,1
9003,U S SENATOR,,GRN,AARON DIXON,7
9004,U S SENATOR,,GRN,AARON DIXON,4
9005,U S SENATOR,,GRN,AARON DIXON,4
9006,U S SENATOR,,GRN,AARON DIXON,4
9007,U S SENATOR,,GRN,AARON DIXON,1
9008,U S SENATOR,,GRN,AARON DIXON,5
9009,U S SENATOR,,GRN,AARON DIXON,5
9010,U S SENATOR,,GRN,AARON DIXON,6
9011,U S SENATOR,,GRN,AARON DIXON,2
9012,U S SENATOR,,GRN,AARON DIXON,0
9013,U S SENATOR,,GRN,AARON DIXON,4
9014,U S SENATOR,,GRN,AARON DIXON,2
9015,U S SENATOR,,GRN,AARON DIXON,9
9016,U S SENATOR,,GRN,AARON DIXON,3
9017,U S SENATOR,,GRN,AARON DIXON,1
9018,U S SENATOR,,GRN,AARON DIXON,0
9019,U S SENATOR,,GRN,AARON DIXON,1
9020,U S SENATOR,,GRN,AARON DIXON,1
9100,U S SENATOR,,GRN,AARON DIXON,7
9101,U S SENATOR,,GRN,AARON DIXON,8
9200,U S SENATOR,,GRN,AARON DIXON,8
9201,U S SENATOR,,GRN,AARON DIXON,3
9202,U S SENATOR,,GRN,AARON DIXON,9
9203,U S SENATOR,,GRN,AARON DIXON,4
9300,U S SENATOR,,GRN,AARON DIXON,1
9400,U S SENATOR,,GRN,AARON DIXON,0
9500,U S SENATOR,,GRN,AARON DIXON,1
9600,U S SENATOR,,GRN,AARON DIXON,0
9700,U S SENATOR,,GRN,AARON DIXON,1
3100,U S SENATOR,,NON,WRITE-IN,2
3101,U S SENATOR,,NON,WRITE-IN,0
3102,U S SENATOR,,NON,WRITE-IN,3
3103,U S SENATOR,,NON,WRITE-IN,1
3104,U S SENATOR,,NON,WRITE-IN,1
3105,U S SENATOR,,NON,WRITE-IN,1
3106,U S SENATOR,,NON,WRITE-IN,0
3107,U S SENATOR,,NON,WRITE-IN,1
3108,U S SENATOR,,NON,WRITE-IN,0
3109,U S SENATOR,,NON,WRITE-IN,1
3110,U S SENATOR,,NON,WRITE-IN,0
3111,U S SENATOR,,NON,WRITE-IN,0
3112,U S SENATOR,,NON,WRITE-IN,0
3113,U S SENATOR,,NON,WRITE-IN,0
3114,U S SENATOR,,NON,WRITE-IN,1
3115,U S SENATOR,,NON,WRITE-IN,0
3116,U S SENATOR,,NON,WRITE-IN,0
3117,U S SENATOR,,NON,WRITE-IN,0
3118,U S SENATOR,,NON,WRITE-IN,0
3119,U S SENATOR,,NON,WRITE-IN,0
3120,U S SENATOR,,NON,WRITE-IN,1
3121,U S SENATOR,,NON,WRITE-IN,0
3122,U S SENATOR,,NON,WRITE-IN,0
3123,U S SENATOR,,NON,WRITE-IN,0
3124,U S SENATOR,,NON,WRITE-IN,0
3125,U S SENATOR,,NON,WRITE-IN,1
3126,U S SENATOR,,NON,WRITE-IN,1
3127,U S SENATOR,,NON,WRITE-IN,0
3128,U S SENATOR,,NON,WRITE-IN,0
3129,U S SENATOR,,NON,WRITE-IN,4
3130,U S SENATOR,,NON,WRITE-IN,0
3131,U S SENATOR,,NON,WRITE-IN,0
3132,U S SENATOR,,NON,WRITE-IN,0
3133,U S SENATOR,,NON,WRITE-IN,3
3134,U S SENATOR,,NON,WRITE-IN,0
3135,U S SENATOR,,NON,WRITE-IN,2
3136,U S SENATOR,,NON,WRITE-IN,0
3137,U S SENATOR,,NON,WRITE-IN,1
3138,U S SENATOR,,NON,WRITE-IN,0
3139,U S SENATOR,,NON,WRITE-IN,2
3140,U S SENATOR,,NON,WRITE-IN,1
3141,U S SENATOR,,NON,WRITE-IN,0
3142,U S SENATOR,,NON,WRITE-IN,2
3143,U S SENATOR,,NON,WRITE-IN,0
3144,U S SENATOR,,NON,WRITE-IN,0
3145,U S SENATOR,,NON,WRITE-IN,0
3146,U S SENATOR,,NON,WRITE-IN,0
3147,U S SENATOR,,NON,WRITE-IN,1
3148,U S SENATOR,,NON,WRITE-IN,1
3149,U S SENATOR,,NON,WRITE-IN,3
3150,U S SENATOR,,NON,WRITE-IN,0
3151,U S SENATOR,,NON,WRITE-IN,1
3152,U S SENATOR,,NON,WRITE-IN,2
3153,U S SENATOR,,NON,WRITE-IN,0
3154,U S SENATOR,,NON,WRITE-IN,0
3155,U S SENATOR,,NON,WRITE-IN,0
3156,U S SENATOR,,NON,WRITE-IN,0
3157,U S SENATOR,,NON,WRITE-IN,2
3158,U S SENATOR,,NON,WRITE-IN,0
3159,U S SENATOR,,NON,WRITE-IN,1
3160,U S SENATOR,,NON,WRITE-IN,1
3161,U S SENATOR,,NON,WRITE-IN,0
3162,U S SENATOR,,NON,WRITE-IN,2
3163,U S SENATOR,,NON,WRITE-IN,1
3164,U S SENATOR,,NON,WRITE-IN,0
3165,U S SENATOR,,NON,WRITE-IN,2
4000,U S SENATOR,,NON,WRITE-IN,0
4001,U S SENATOR,,NON,WRITE-IN,2
4002,U S SENATOR,,NON,WRITE-IN,1
4003,U S SENATOR,,NON,WRITE-IN,2
4004,U S SENATOR,,NON,WRITE-IN,1
4005,U S SENATOR,,NON,WRITE-IN,0
4006,U S SENATOR,,NON,WRITE-IN,0
4007,U S SENATOR,,NON,WRITE-IN,1
4008,U S SENATOR,,NON,WRITE-IN,0
4009,U S SENATOR,,NON,WRITE-IN,0
4010,U S SENATOR,,NON,WRITE-IN,1
4011,U S SENATOR,,NON,WRITE-IN,10
4012,U S SENATOR,,NON,WRITE-IN,4
4013,U S SENATOR,,NON,WRITE-IN,0
4014,U S SENATOR,,NON,WRITE-IN,0
4015,U S SENATOR,,NON,WRITE-IN,0
4016,U S SENATOR,,NON,WRITE-IN,1
4017,U S SENATOR,,NON,WRITE-IN,1
4018,U S SENATOR,,NON,WRITE-IN,0
4019,U S SENATOR,,NON,WRITE-IN,1
4020,U S SENATOR,,NON,WRITE-IN,0
4021,U S SENATOR,,NON,WRITE-IN,1
4022,U S SENATOR,,NON,WRITE-IN,1
4023,U S SENATOR,,NON,WRITE-IN,0
4024,U S SENATOR,,NON,WRITE-IN,0
4025,U S SENATOR,,NON,WRITE-IN,0
4026,U S SENATOR,,NON,WRITE-IN,0
4027,U S SENATOR,,NON,WRITE-IN,0
4028,U S SENATOR,,NON,WRITE-IN,1
4029,U S SENATOR,,NON,WRITE-IN,0
4100,U S SENATOR,,NON,WRITE-IN,0
4101,U S SENATOR,,NON,WRITE-IN,0
4200,U S SENATOR,,NON,WRITE-IN,1
4201,U S SENATOR,,NON,WRITE-IN,3
4300,U S SENATOR,,NON,WRITE-IN,0
4301,U S SENATOR,,NON,WRITE-IN,1
4400,U S SENATOR,,NON,WRITE-IN,0
4401,U S SENATOR,,NON,WRITE-IN,0
4402,U S SENATOR,,NON,WRITE-IN,0
4403,U S SENATOR,,NON,WRITE-IN,2
4404,U S SENATOR,,NON,WRITE-IN,1
4405,U S SENATOR,,NON,WRITE-IN,0
4406,U S SENATOR,,NON,WRITE-IN,3
4407,U S SENATOR,,NON,WRITE-IN,0
4408,U S SENATOR,,NON,WRITE-IN,2
4409,U S SENATOR,,NON,WRITE-IN,1
4410,U S SENATOR,,NON,WRITE-IN,0
4411,U S SENATOR,,NON,WRITE-IN,4
4412,U S SENATOR,,NON,WRITE-IN,2
4413,U S SENATOR,,NON,WRITE-IN,0
4414,U S SENATOR,,NON,WRITE-IN,2
4415,U S SENATOR,,NON,WRITE-IN,1
4416,U S SENATOR,,NON,WRITE-IN,2
4417,U S SENATOR,,NON,WRITE-IN,0
4418,U S SENATOR,,NON,WRITE-IN,2
4419,U S SENATOR,,NON,WRITE-IN,1
4420,U S SENATOR,,NON,WRITE-IN,1
4421,U S SENATOR,,NON,WRITE-IN,0
4422,U S SENATOR,,NON,WRITE-IN,0
4423,U S SENATOR,,NON,WRITE-IN,1
4424,U S SENATOR,,NON,WRITE-IN,2
4425,U S SENATOR,,NON,WRITE-IN,1
4426,U S SENATOR,,NON,WRITE-IN,2
4427,U S SENATOR,,NON,WRITE-IN,0
4428,U S SENATOR,,NON,WRITE-IN,2
4429,U S SENATOR,,NON,WRITE-IN,2
4430,U S SENATOR,,NON,WRITE-IN,1
4431,U S SENATOR,,NON,WRITE-IN,0
4432,U S SENATOR,,NON,WRITE-IN,2
4433,U S SENATOR,,NON,WRITE-IN,1
4434,U S SENATOR,,NON,WRITE-IN,2
4435,U S SENATOR,,NON,WRITE-IN,1
4436,U S SENATOR,,NON,WRITE-IN,2
4437,U S SENATOR,,NON,WRITE-IN,1
4438,U S SENATOR,,NON,WRITE-IN,0
4439,U S SENATOR,,NON,WRITE-IN,0
4440,U S SENATOR,,NON,WRITE-IN,2
4441,U S SENATOR,,NON,WRITE-IN,0
6000,U S SENATOR,,NON,WRITE-IN,0
6001,U S SENATOR,,NON,WRITE-IN,2
6002,U S SENATOR,,NON,WRITE-IN,1
6003,U S SENATOR,,NON,WRITE-IN,0
6004,U S SENATOR,,NON,WRITE-IN,0
6005,U S SENATOR,,NON,WRITE-IN,1
6006,U S SENATOR,,NON,WRITE-IN,1
6007,U S SENATOR,,NON,WRITE-IN,0
6008,U S SENATOR,,NON,WRITE-IN,0
6009,U S SENATOR,,NON,WRITE-IN,1
6010,U S SENATOR,,NON,WRITE-IN,0
6011,U S SENATOR,,NON,WRITE-IN,0
6012,U S SENATOR,,NON,WRITE-IN,0
6014,U S SENATOR,,NON,WRITE-IN,0
6015,U S SENATOR,,NON,WRITE-IN,0
6016,U S SENATOR,,NON,WRITE-IN,0
6017,U S SENATOR,,NON,WRITE-IN,0
6018,U S SENATOR,,NON,WRITE-IN,0
6019,U S SENATOR,,NON,WRITE-IN,0
6020,U S SENATOR,,NON,WRITE-IN,0
6021,U S SENATOR,,NON,WRITE-IN,0
6022,U S SENATOR,,NON,WRITE-IN,0
6023,U S SENATOR,,NON,WRITE-IN,0
6024,U S SENATOR,,NON,WRITE-IN,0
6025,U S SENATOR,,NON,WRITE-IN,0
6026,U S SENATOR,,NON,WRITE-IN,0
6027,U S SENATOR,,NON,WRITE-IN,1
6028,U S SENATOR,,NON,WRITE-IN,0
6029,U S SENATOR,,NON,WRITE-IN,1
6030,U S SENATOR,,NON,WRITE-IN,0
6031,U S SENATOR,,NON,WRITE-IN,0
6032,U S SENATOR,,NON,WRITE-IN,1
6033,U S SENATOR,,NON,WRITE-IN,0
6034,U S SENATOR,,NON,WRITE-IN,0
6035,U S SENATOR,,NON,WRITE-IN,0
6036,U S SENATOR,,NON,WRITE-IN,1
6037,U S SENATOR,,NON,WRITE-IN,1
6038,U S SENATOR,,NON,WRITE-IN,0
6039,U S SENATOR,,NON,WRITE-IN,0
6100,U S SENATOR,,NON,WRITE-IN,0
6101,U S SENATOR,,NON,WRITE-IN,0
6102,U S SENATOR,,NON,WRITE-IN,3
6103,U S SENATOR,,NON,WRITE-IN,0
6104,U S SENATOR,,NON,WRITE-IN,1
6105,U S SENATOR,,NON,WRITE-IN,0
6106,U S SENATOR,,NON,WRITE-IN,2
6107,U S SENATOR,,NON,WRITE-IN,0
6108,U S SENATOR,,NON,WRITE-IN,1
6109,U S SENATOR,,NON,WRITE-IN,1
6110,U S SENATOR,,NON,WRITE-IN,4
6111,U S SENATOR,,NON,WRITE-IN,1
6112,U S SENATOR,,NON,WRITE-IN,1
6113,U S SENATOR,,NON,WRITE-IN,0
6114,U S SENATOR,,NON,WRITE-IN,1
6115,U S SENATOR,,NON,WRITE-IN,3
6116,U S SENATOR,,NON,WRITE-IN,0
6117,U S SENATOR,,NON,WRITE-IN,3
6118,U S SENATOR,,NON,WRITE-IN,0
6119,U S SENATOR,,NON,WRITE-IN,0
6120,U S SENATOR,,NON,WRITE-IN,0
6121,U S SENATOR,,NON,WRITE-IN,2
6122,U S SENATOR,,NON,WRITE-IN,0
6123,U S SENATOR,,NON,WRITE-IN,0
6124,U S SENATOR,,NON,WRITE-IN,1
6125,U S SENATOR,,NON,WRITE-IN,2
6126,U S SENATOR,,NON,WRITE-IN,0
6127,U S SENATOR,,NON,WRITE-IN,0
6128,U S SENATOR,,NON,WRITE-IN,0
6129,U S SENATOR,,NON,WRITE-IN,0
6130,U S SENATOR,,NON,WRITE-IN,0
6131,U S SENATOR,,NON,WRITE-IN,1
6132,U S SENATOR,,NON,WRITE-IN,1
6133,U S SENATOR,,NON,WRITE-IN,0
6134,U S SENATOR,,NON,WRITE-IN,1
6135,U S SENATOR,,NON,WRITE-IN,2
6136,U S SENATOR,,NON,WRITE-IN,1
6137,U S SENATOR,,NON,WRITE-IN,2
6138,U S SENATOR,,NON,WRITE-IN,0
6139,U S SENATOR,,NON,WRITE-IN,1
6140,U S SENATOR,,NON,WRITE-IN,2
6141,U S SENATOR,,NON,WRITE-IN,1
6142,U S SENATOR,,NON,WRITE-IN,0
6143,U S SENATOR,,NON,WRITE-IN,0
6144,U S SENATOR,,NON,WRITE-IN,1
6145,U S SENATOR,,NON,WRITE-IN,0
6146,U S SENATOR,,NON,WRITE-IN,2
6147,U S SENATOR,,NON,WRITE-IN,0
6148,U S SENATOR,,NON,WRITE-IN,0
6149,U S SENATOR,,NON,WRITE-IN,0
6150,U S SENATOR,,NON,WRITE-IN,0
6151,U S SENATOR,,NON,WRITE-IN,0
6400,U S SENATOR,,NON,WRITE-IN,1
7000,U S SENATOR,,NON,WRITE-IN,2
7001,U S SENATOR,,NON,WRITE-IN,0
7002,U S SENATOR,,NON,WRITE-IN,0
7003,U S SENATOR,,NON,WRITE-IN,0
7004,U S SENATOR,,NON,WRITE-IN,1
7005,U S SENATOR,,NON,WRITE-IN,0
7006,U S SENATOR,,NON,WRITE-IN,0
7007,U S SENATOR,,NON,WRITE-IN,0
7008,U S SENATOR,,NON,WRITE-IN,0
7009,U S SENATOR,,NON,WRITE-IN,0
7010,U S SENATOR,,NON,WRITE-IN,1
7011,U S SENATOR,,NON,WRITE-IN,1
7012,U S SENATOR,,NON,WRITE-IN,0
7100,U S SENATOR,,NON,WRITE-IN,1
7101,U S SENATOR,,NON,WRITE-IN,2
7200,U S SENATOR,,NON,WRITE-IN,0
7300,U S SENATOR,,NON,WRITE-IN,0
7301,U S SENATOR,,NON,WRITE-IN,0
9000,U S SENATOR,,NON,WRITE-IN,1
9001,U S SENATOR,,NON,WRITE-IN,2
9002,U S SENATOR,,NON,WRITE-IN,0
9003,U S SENATOR,,NON,WRITE-IN,0
9004,U S SENATOR,,NON,WRITE-IN,1
9005,U S SENATOR,,NON,WRITE-IN,0
9006,U S SENATOR,,NON,WRITE-IN,2
9007,U S SENATOR,,NON,WRITE-IN,1
9008,U S SENATOR,,NON,WRITE-IN,2
9009,U S SENATOR,,NON,WRITE-IN,0
9010,U S SENATOR,,NON,WRITE-IN,3
9011,U S SENATOR,,NON,WRITE-IN,0
9012,U S SENATOR,,NON,WRITE-IN,0
9013,U S SENATOR,,NON,WRITE-IN,0
9014,U S SENATOR,,NON,WRITE-IN,1
9015,U S SENATOR,,NON,WRITE-IN,0
9016,U S SENATOR,,NON,WRITE-IN,0
9017,U S SENATOR,,NON,WRITE-IN,0
9018,U S SENATOR,,NON,WRITE-IN,0
9019,U S SENATOR,,NON,WRITE-IN,0
9020,U S SENATOR,,NON,WRITE-IN,0
9100,U S SENATOR,,NON,WRITE-IN,1
9101,U S SENATOR,,NON,WRITE-IN,3
9200,U S SENATOR,,NON,WRITE-IN,1
9201,U S SENATOR,,NON,WRITE-IN,0
9202,U S SENATOR,,NON,WRITE-IN,0
9203,U S SENATOR,,NON,WRITE-IN,3
9300,U S SENATOR,,NON,WRITE-IN,0
9400,U S SENATOR,,NON,WRITE-IN,1
9500,U S SENATOR,,NON,WRITE-IN,0
9600,U S SENATOR,,NON,WRITE-IN,0
9700,U S SENATOR,,NON,WRITE-IN,0
3100,U S SENATOR,,,OVER VOTES,0
3101,U S SENATOR,,,OVER VOTES,0
3102,U S SENATOR,,,OVER VOTES,0
3103,U S SENATOR,,,OVER VOTES,0
3104,U S SENATOR,,,OVER VOTES,0
3105,U S SENATOR,,,OVER VOTES,0
3106,U S SENATOR,,,OVER VOTES,0
3107,U S SENATOR,,,OVER VOTES,1
3108,U S SENATOR,,,OVER VOTES,0
3109,U S SENATOR,,,OVER VOTES,0
3110,U S SENATOR,,,OVER VOTES,0
3111,U S SENATOR,,,OVER VOTES,0
3112,U S SENATOR,,,OVER VOTES,0
3113,U S SENATOR,,,OVER VOTES,0
3114,U S SENATOR,,,OVER VOTES,0
3115,U S SENATOR,,,OVER VOTES,0
3116,U S SENATOR,,,OVER VOTES,0
3117,U S SENATOR,,,OVER VOTES,0
3118,U S SENATOR,,,OVER VOTES,0
3119,U S SENATOR,,,OVER VOTES,0
3120,U S SENATOR,,,OVER VOTES,0
3121,U S SENATOR,,,OVER VOTES,0
3122,U S SENATOR,,,OVER VOTES,1
3123,U S SENATOR,,,OVER VOTES,0
3124,U S SENATOR,,,OVER VOTES,0
3125,U S SENATOR,,,OVER VOTES,0
3126,U S SENATOR,,,OVER VOTES,0
3127,U S SENATOR,,,OVER VOTES,1
3128,U S SENATOR,,,OVER VOTES,0
3129,U S SENATOR,,,OVER VOTES,0
3130,U S SENATOR,,,OVER VOTES,0
3131,U S SENATOR,,,OVER VOTES,0
3132,U S SENATOR,,,OVER VOTES,0
3133,U S SENATOR,,,OVER VOTES,0
3134,U S SENATOR,,,OVER VOTES,0
3135,U S SENATOR,,,OVER VOTES,0
3136,U S SENATOR,,,OVER VOTES,0
3137,U S SENATOR,,,OVER VOTES,1
3138,U S SENATOR,,,OVER VOTES,0
3139,U S SENATOR,,,OVER VOTES,0
3140,U S SENATOR,,,OVER VOTES,0
3141,U S SENATOR,,,OVER VOTES,0
3142,U S SENATOR,,,OVER VOTES,0
3143,U S SENATOR,,,OVER VOTES,0
3144,U S SENATOR,,,OVER VOTES,0
3145,U S SENATOR,,,OVER VOTES,0
3146,U S SENATOR,,,OVER VOTES,0
3147,U S SENATOR,,,OVER VOTES,0
3148,U S SENATOR,,,OVER VOTES,0
3149,U S SENATOR,,,OVER VOTES,0
3150,U S SENATOR,,,OVER VOTES,0
3151,U S SENATOR,,,OVER VOTES,0
3152,U S SENATOR,,,OVER VOTES,0
3153,U S SENATOR,,,OVER VOTES,0
3154,U S SENATOR,,,OVER VOTES,1
3155,U S SENATOR,,,OVER VOTES,0
3156,U S SENATOR,,,OVER VOTES,0
3157,U S SENATOR,,,OVER VOTES,1
3158,U S SENATOR,,,OVER VOTES,0
3159,U S SENATOR,,,OVER VOTES,0
3160,U S SENATOR,,,OVER VOTES,0
3161,U S SENATOR,,,OVER VOTES,0
3162,U S SENATOR,,,OVER VOTES,1
3163,U S SENATOR,,,OVER VOTES,1
3164,U S SENATOR,,,OVER VOTES,0
3165,U S SENATOR,,,OVER VOTES,0
4000,U S SENATOR,,,OVER VOTES,0
4001,U S SENATOR,,,OVER VOTES,0
4002,U S SENATOR,,,OVER VOTES,0
4003,U S SENATOR,,,OVER VOTES,0
4004,U S SENATOR,,,OVER VOTES,0
4005,U S SENATOR,,,OVER VOTES,0
4006,U S SENATOR,,,OVER VOTES,0
4007,U S SENATOR,,,OVER VOTES,0
4008,U S SENATOR,,,OVER VOTES,0
4009,U S SENATOR,,,OVER VOTES,0
4010,U S SENATOR,,,OVER VOTES,1
4011,U S SENATOR,,,OVER VOTES,0
4012,U S SENATOR,,,OVER VOTES,0
4013,U S SENATOR,,,OVER VOTES,0
4014,U S SENATOR,,,OVER VOTES,0
4015,U S SENATOR,,,OVER VOTES,0
4016,U S SENATOR,,,OVER VOTES,0
4017,U S SENATOR,,,OVER VOTES,0
4018,U S SENATOR,,,OVER VOTES,0
4019,U S SENATOR,,,OVER VOTES,0
4020,U S SENATOR,,,OVER VOTES,0
4021,U S SENATOR,,,OVER VOTES,0
4022,U S SENATOR,,,OVER VOTES,0
4023,U S SENATOR,,,OVER VOTES,0
4024,U S SENATOR,,,OVER VOTES,0
4025,U S SENATOR,,,OVER VOTES,0
