county,precinct,office,district,party,candidate,votes,absentee,poll,
Mason,123 Mt View,State Rep,35-2,D,William Eickmeyer,183,111,72,
Mason,124 Northside,State Rep,35-2,D,William Eickmeyer,419,276,143,
Mason,303 Oakland,State Rep,35-2,D,William Eickmeyer,92,,92,
Mason,125 Pickering,State Rep,35-2,D,William Eickmeyer,436,288,148,
Mason,126 Potlatch,State Rep,35-2,D,William Eickmeyer,22,12,10,
Mason,127 Satsop,State Rep,35-2,D,William Eickmeyer,99,60,39,
Mason,128 Skokomish,State Rep,35-2,D,William Eickmeyer,178,80,98,
Mason,304 Southside,State Rep,35-2,D,William Eickmeyer,390,225,165,
Mason,129 Tahuya,State Rep,35-2,D,William Eickmeyer,278,,278,
Mason,306 Timberlake,State Rep,35-2,D,William Eickmeyer,360,250,110,
Mason,130 Union,State Rep,35-2,D,William Eickmeyer,497,358,139,
Mason,131 Victor,State Rep,35-2,D,William Eickmeyer,201,149,52,
Mason,132 Westside,State Rep,35-2,D,William Eickmeyer,102,49,53,
Mason,985 Service Voter,State Rep,35-2,D,William Eickmeyer,3,3,0,
Mason,201 Shelton 1,State Rep,35-2,D,William Eickmeyer,35,21,14,
Mason,202 Shelton 2,State Rep,35-2,D,William Eickmeyer,63,33,30,
Mason,203 Shelton 3,State Rep,35-2,D,William Eickmeyer,80,41,39,
Mason,204 Shelton 4,State Rep,35-2,D,William Eickmeyer,92,44,48,
Mason,205 Shelton 5,State Rep,35-2,D,William Eickmeyer,145,74,71,
Mason,206 Shelton 6,State Rep,35-2,D,William Eickmeyer,51,30,21,
Mason,207 Shelton 7,State Rep,35-2,D,William Eickmeyer,137,63,74,
Mason,208 Shelton 8,State Rep,35-2,D,William Eickmeyer,70,33,37,
Mason,209 Shelton 9,State Rep,35-2,D,William Eickmeyer,62,31,31,
Mason,210 Shelton 10,State Rep,35-2,D,William Eickmeyer,87,46,41,
Mason,211Shelton 11,State Rep,35-2,D,William Eickmeyer,100,58,42,
Mason,212 Shelton 12,State Rep,35-2,D,William Eickmeyer,52,29,23,
Mason,213 Shelton 13,State Rep,35-2,D,William Eickmeyer,205,120,85,
Mason,214 Shelton 14,State Rep,35-2,D,William Eickmeyer,111,51,60,
Mason,215 Shelton 15,State Rep,35-2,D,William Eickmeyer,64,37,27,
Mason,216 Shelton 16,State Rep,35-2,D,William Eickmeyer,339,235,104,
MASON WA,MASON WA,State Rep,35-2,D,William Eickmeyer,13517,7791,5726,
Mason,101 Airport,State Rep,35-2,R,Bob Benze,337,195,142,
Mason,102 Allyn,State Rep,35-2,R,Bob Benze,363,291,72,
Mason,103 Arcadia,State Rep,35-2,R,Bob Benze,143,106,37,
Mason,307 Bayshore,State Rep,35-2,R,Bob Benze,182,116,66,
Mason,104 Belfair 1,State Rep,35-2,R,Bob Benze,373,259,114,
Mason,105 Belfair 2,State Rep,35-2,R,Bob Benze,195,124,71,
Mason,106 Belfair 3,State Rep,35-2,R,Bob Benze,270,175,95,
Mason,107 Belfair 4,State Rep,35-2,R,Bob Benze,282,186,96,
Mason,301 Belfair 5,State Rep,35-2,R,Bob Benze,153,85,68,
Mason,308 Belfair 6,State Rep,35-2,R,Bob Benze,158,86,72,
Mason,108 Capital Hill,State Rep,35-2,R,Bob Benze,173,97,76,
Mason,109 Cloquallum,State Rep,35-2,R,Bob Benze,184,114,70,
Mason,305 Cushman,State Rep,35-2,R,Bob Benze,264,207,57,
Mason,110 Dayton,State Rep,35-2,R,Bob Benze,150,79,71,
Mason,302 Dewatto,State Rep,35-2,R,Bob Benze,178,,178,
Mason,111 Eells,State Rep,35-2,R,Bob Benze,104,58,46,
Mason,112 Grapeview,State Rep,35-2,R,Bob Benze,374,241,133,
Mason,113 Harstine,State Rep,35-2,R,Bob Benze,324,218,106,
Mason,114 Hoodsport,State Rep,35-2,R,Bob Benze,142,93,49,
Mason,115 Isabella,State Rep,35-2,R,Bob Benze,181,130,51,
Mason,116 Kamilche,State Rep,35-2,R,Bob Benze,230,140,90,
Mason,117 Kamilche 2,State Rep,35-2,R,Bob Benze,337,210,127,
Mason,118 Lake,State Rep,35-2,R,Bob Benze,222,,222,
Mason,309 Lakeland,State Rep,35-2,R,Bob Benze,217,161,56,
Mason,119 Lilliwaup,State Rep,35-2,R,Bob Benze,168,,168,
Mason,120 Matlock,State Rep,35-2,R,Bob Benze,104,50,54,
Mason,121 Mill Creek,State Rep,35-2,R,Bob Benze,176,98,78,
Mason,122 Miller,State Rep,35-2,R,Bob Benze,230,146,84,
Mason,123 Mt View,State Rep,35-2,R,Bob Benze,115,68,47,
Mason,124 Northside,State Rep,35-2,R,Bob Benze,304,208,96,
Mason,303 Oakland,State Rep,35-2,R,Bob Benze,84,,84,
Mason,125 Pickering,State Rep,35-2,R,Bob Benze,370,255,115,
Mason,126 Potlatch,State Rep,35-2,R,Bob Benze,23,20,3,
Mason,127 Satsop,State Rep,35-2,R,Bob Benze,58,38,20,
Mason,128 Skokomish,State Rep,35-2,R,Bob Benze,49,30,19,
Mason,304 Southside,State Rep,35-2,R,Bob Benze,307,160,147,
Mason,129 Tahuya,State Rep,35-2,R,Bob Benze,174,,174,
Mason,306 Timberlake,State Rep,35-2,R,Bob Benze,228,148,80,
Mason,130 Union,State Rep,35-2,R,Bob Benze,397,299,98,
Mason,131 Victor,State Rep,35-2,R,Bob Benze,142,93,49,
Mason,132 Westside,State Rep,35-2,R,Bob Benze,92,54,38,
Mason,985 Service Voter,State Rep,35-2,R,Bob Benze,9,9,0,
Mason,201 Shelton 1,State Rep,35-2,R,Bob Benze,15,7,8,
Mason,202 Shelton 2,State Rep,35-2,R,Bob Benze,31,15,16,
Mason,203 Shelton 3,State Rep,35-2,R,Bob Benze,68,45,23,
Mason,204 Shelton 4,State Rep,35-2,R,Bob Benze,40,19,21,
Mason,205 Shelton 5,State Rep,35-2,R,Bob Benze,97,61,36,
Mason,206 Shelton 6,State Rep,35-2,R,Bob Benze,34,16,18,
Mason,207 Shelton 7,State Rep,35-2,R,Bob Benze,118,62,56,
Mason,208 Shelton 8,State Rep,35-2,R,Bob Benze,37,19,18,
Mason,209 Shelton 9,State Rep,35-2,R,Bob Benze,34,11,23,
Mason,210 Shelton 10,State Rep,35-2,R,Bob Benze,42,27,15,
Mason,211Shelton 11,State Rep,35-2,R,Bob Benze,74,42,32,
Mason,212 Shelton 12,State Rep,35-2,R,Bob Benze,31,23,8,
Mason,213 Shelton 13,State Rep,35-2,R,Bob Benze,101,59,42,
Mason,214 Shelton 14,State Rep,35-2,R,Bob Benze,70,46,24,
Mason,215 Shelton 15,State Rep,35-2,R,Bob Benze,49,30,19,
Mason,216 Shelton 16,State Rep,35-2,R,Bob Benze,249,162,87,
MASON WA,MASON WA,State Rep,35-2,R,Bob Benze,9656,5691,3965,
