precinct,area,office,district,party,candidate,total,machine,hand
60392,Whitworth s,Governor,abs,D,Christine Gregoire,89,89,90
61002,Indian Trail,Governor,abs,D,Christine Gregoire,109,109,109
61012,Indian Trail,Governor,abs,D,Christine Gregoire,91,91,91
61022,Indian Trail,Governor,abs,D,Christine Gregoire,95,95,95
61032,Indian Trail,Governor,abs,D,Christine Gregoire,136,136,136
61042,Indian Trail,Governor,abs,D,Christine Gregoire,135,135,135
61052,Indian Trail,Governor,abs,D,Christine Gregoire,73,73,73
61062,Civil War,Governor,abs,D,Christine Gregoire,126,126,126
61072,Civil War,Governor,abs,D,Christine Gregoire,98,98,98
61082,Indian Trail,Governor,abs,D,Christine Gregoire,120,120,120
61092,Indian Trail,Governor,abs,D,Christine Gregoire,73,73,73
61102,Indian Trail,Governor,abs,D,Christine Gregoire,73,73,73
61112,Indian Trail,Governor,abs,D,Christine Gregoire,88,89,89
61122,Indian Trail,Governor,abs,D,Christine Gregoire,99,99,99
61132,Civil War,Governor,abs,D,Christine Gregoire,89,89,89
61142,Civil War,Governor,abs,D,Christine Gregoire,93,93,93
61152,Civil War,Governor,abs,D,Christine Gregoire,64,64,64
61162,Civil War,Governor,abs,D,Christine Gregoire,134,134,134
61172,Finch,Governor,abs,D,Christine Gregoire,141,141,141
61182,Shadle Park,Governor,abs,D,Christine Gregoire,76,76,76
61192,Shadle Park,Governor,abs,D,Christine Gregoire,159,159,159
61202,Shadle Park,Governor,abs,D,Christine Gregoire,115,115,115
61212,Shadle Park,Governor,abs,D,Christine Gregoire,117,117,117
61222,Shadle Park,Governor,abs,D,Christine Gregoire,76,76,76
61232,Shadle Park,Governor,abs,D,Christine Gregoire,145,145,145
61242,Shadle Park,Governor,abs,D,Christine Gregoire,145,145,145
61252,Shadle Park,Governor,abs,D,Christine Gregoire,127,127,127
61262,Shadle Park,Governor,abs,D,Christine Gregoire,116,116,116
61272,Shadle Park,Governor,abs,D,Christine Gregoire,154,154,154
61282,Shadle Park,Governor,abs,D,Christine Gregoire,156,156,156
61292,South Hill,Governor,abs,D,Christine Gregoire,79,79,79
61302,South Hill,Governor,abs,D,Christine Gregoire,79,79,79
61312,South Hill,Governor,abs,D,Christine Gregoire,103,103,103
61322,South Hill,Governor,abs,D,Christine Gregoire,199,199,199
61332,South Hill,Governor,abs,D,Christine Gregoire,169,169,169
61352,South Hill,Governor,abs,D,Christine Gregoire,129,129,129
61362,South Hill,Governor,abs,D,Christine Gregoire,141,141,141
61372,South Hill,Governor,abs,D,Christine Gregoire,178,178,178
61382,South Hill,Governor,abs,D,Christine Gregoire,85,85,85
61392,South Hill,Governor,abs,D,Christine Gregoire,111,111,112
61402,South Hill,Governor,abs,D,Christine Gregoire,163,163,163
61412,South Hill,Governor,abs,D,Christine Gregoire,238,238,238
61422,South Hill,Governor,abs,D,Christine Gregoire,170,170,170
61432,South Hill,Governor,abs,D,Christine Gregoire,192,192,192
61442,South Hill,Governor,abs,D,Christine Gregoire,179,179,179
61452,South Hill,Governor,abs,D,Christine Gregoire,130,130,130
61462,South Hill,Governor,abs,D,Christine Gregoire,135,135,135
61472,South Hill,Governor,abs,D,Christine Gregoire,148,148,148
61482,South Hill,Governor,abs,D,Christine Gregoire,92,92,92
61492,South Hill,Governor,abs,D,Christine Gregoire,97,97,97
61502,South Hill,Governor,abs,D,Christine Gregoire,46,46,46
61512,South Hill,Governor,abs,D,Christine Gregoire,114,114,114
64002,COSV,Governor,abs,D,Christine Gregoire,49,49,49
70002,Greenbluff r,Governor,abs,D,Christine Gregoire,103,103,103
70012,Greenbluff r,Governor,abs,D,Christine Gregoire,80,80,80
70022,Greenbluff r,Governor,abs,D,Christine Gregoire,55,55,55
70032,Greenbluff r,Governor,abs,D,Christine Gregoire,39,39,39
70042,Greenbluff r,Governor,abs,D,Christine Gregoire,27,27,27
70052,Greenbluff r,Governor,abs,D,Christine Gregoire,50,50,50
70062,West Plains r,Governor,abs,D,Christine Gregoire,57,57,57
70072,West Plains r,Governor,abs,D,Christine Gregoire,81,81,81
70082,West Plains r,Governor,abs,D,Christine Gregoire,90,90,90
70092,West Plains r,Governor,abs,D,Christine Gregoire,68,68,68
70102,West Plains r,Governor,abs,D,Christine Gregoire,88,88,88
70112,Greenbluff r,Governor,abs,D,Christine Gregoire,82,82,82
70122,Greenbluff r,Governor,abs,D,Christine Gregoire,86,86,86
71002,Airway Heights,Governor,abs,D,Christine Gregoire,97,97,97
71012,Airway Heights,Governor,abs,D,Christine Gregoire,31,31,31
72002,Fairchild,Governor,abs,D,Christine Gregoire,38,38,38
73002,Deer Park,Governor,abs,D,Christine Gregoire,107,107,107
73012,Deer Park,Governor,abs,D,Christine Gregoire,69,69,69
90002,Palouse r,Governor,abs,D,Christine Gregoire,46,46,46
90032,Palouse r,Governor,abs,D,Christine Gregoire,81,81,81
90042,Palouse r,Governor,abs,D,Christine Gregoire,93,93,93
90052,Palouse r,Governor,abs,D,Christine Gregoire,63,63,63
90062,Palouse r,Governor,abs,D,Christine Gregoire,85,85,85
90072,West Plains r,Governor,abs,D,Christine Gregoire,107,107,107
90082,West Plains r,Governor,abs,D,Christine Gregoire,59,59,59
90092,West Plains r,Governor,abs,D,Christine Gregoire,111,111,111
90102,Palouse r,Governor,abs,D,Christine Gregoire,117,117,117
90152,Palouse r,Governor,abs,D,Christine Gregoire,116,116,116
90192,Moran s,Governor,abs,D,Christine Gregoire,81,81,81
91002,Medical Lake,Governor,abs,D,Christine Gregoire,147,147,147
91012,Medical Lake,Governor,abs,D,Christine Gregoire,139,139,139
92002,Cheney,Governor,abs,D,Christine Gregoire,138,138,138
92012,Cheney,Governor,abs,D,Christine Gregoire,137,137,137
92022,Cheney,Governor,abs,D,Christine Gregoire,131,131,131
92032,Cheney,Governor,abs,D,Christine Gregoire,187,187,187
95002,Fairfield,Governor,abs,D,Christine Gregoire,42,42,42
31001,NOE,Governor,poll,D,Christine Gregoire,202,202,202
31011,Hillyard,Governor,poll,D,Christine Gregoire,157,157,157
31021,NOE,Governor,poll,D,Christine Gregoire,234,234,234
31031,Hillyard,Governor,poll,D,Christine Gregoire,188,188,188
31041,NOE,Governor,poll,D,Christine Gregoire,204,205,205
31051,NOE,Governor,poll,D,Christine Gregoire,225,225,225
31061,NOE,Governor,poll,D,Christine Gregoire,225,225,225
31071,NOE,Governor,poll,D,Christine Gregoire,244,244,244
31081,Shadle Park,Governor,poll,D,Christine Gregoire,277,277,277
31091,Shadle Park,Governor,poll,D,Christine Gregoire,233,233,233
31101,Shadle Park,Governor,poll,D,Christine Gregoire,211,211,211
31111,Shadle Park,Governor,poll,D,Christine Gregoire,243,243,243
31121,Hillyard,Governor,poll,D,Christine Gregoire,223,223,223
31131,Hillyard,Governor,poll,D,Christine Gregoire,141,141,141
31141,NOE,Governor,poll,D,Christine Gregoire,80,180,180
31151,NOE,Governor,poll,D,Christine Gregoire,209,209,209
31161,NOE,Governor,poll,D,Christine Gregoire,227,227,227
31171,NOE,Governor,poll,D,Christine Gregoire,228,228,228
31181,NOE,Governor,poll,D,Christine Gregoire,228,228,228
31191,NOE,Governor,poll,D,Christine Gregoire,265,265,265
31201,NOE,Governor,poll,D,Christine Gregoire,247,247,247
31211,East Central,Governor,poll,D,Christine Gregoire,246,246,246
31221,East Central,Governor,poll,D,Christine Gregoire,191,191,191
31231,East Central,Governor,poll,D,Christine Gregoire,194,195,195
31241,Shadle Park,Governor,poll,D,Christine Gregoire,286,286,286
31251,Shadle Park,Governor,poll,D,Christine Gregoire,218,218,218
31261,Shadle Park,Governor,poll,D,Christine Gregoire,268,268,268
31271,Shadle Park,Governor,poll,D,Christine Gregoire,341,342,343
31281,Shadle Park,Governor,poll,D,Christine Gregoire,220,220,220
31291,South Hill,Governor,poll,D,Christine Gregoire,312,313,313
31301,South Hill,Governor,poll,D,Christine Gregoire,163,164,164
31311,East Central,Governor,poll,D,Christine Gregoire,244,244,244
31321,South Hill,Governor,poll,D,Christine Gregoire,207,207,207
31331,South Hill,Governor,poll,D,Christine Gregoire,281,282,282
31341,South Hill,Governor,poll,D,Christine Gregoire,329,330,330
31351,South Hill,Governor,poll,D,Christine Gregoire,200,200,200
31361,Shadle Park,Governor,poll,D,Christine Gregoire,205,205,205
31371,East Central,Governor,poll,D,Christine Gregoire,193,193,193
31381,East Central,Governor,poll,D,Christine Gregoire,231,231,231
31391,East Central,Governor,poll,D,Christine Gregoire,200,201,201
31401,East Central,Governor,poll,D,Christine Gregoire,297,297,297
31411,East Central,Governor,poll,D,Christine Gregoire,244,244,244
31421,East Central,Governor,poll,D,Christine Gregoire,323,323,323
31431,West Central,Governor,poll,D,Christine Gregoire,240,240,240
31441,West Central,Governor,poll,D,Christine Gregoire,218,218,218
31451,Shadle Park,Governor,poll,D,Christine Gregoire,161,161,161
31461,West Central,Governor,poll,D,Christine Gregoire,257,257,257
31471,West Central,Governor,poll,D,Christine Gregoire,245,245,245
31481,West Central,Governor,poll,D,Christine Gregoire,179,180,180
31491,West Central,Governor,poll,D,Christine Gregoire,282,283,283
31501,West Central,Governor,poll,D,Christine Gregoire,345,345,345
31511,West Central,Governor,poll,D,Christine Gregoire,249,249,249
31521,Browne's Add,Governor,poll,D,Christine Gregoire,391,391,391
31531,Browne's Add,Governor,poll,D,Christine Gregoire,334,335,335
31541,East Central,Governor,poll,D,Christine Gregoire,215,215,215
31551,South Hill,Governor,poll,D,Christine Gregoire,272,272,272
31561,South Hill,Governor,poll,D,Christine Gregoire,239,239,239
31571,South Hill,Governor,poll,D,Christine Gregoire,321,321,321
31581,South Hill,Governor,poll,D,Christine Gregoire,273,273,273
31591,South Hill,Governor,poll,D,Christine Gregoire,256,256,256
31601,South Hill,Governor,poll,D,Christine Gregoire,262,263,263
31611,South Hill,Governor,poll,D,Christine Gregoire,211,211,211
31621,South Hill,Governor,poll,D,Christine Gregoire,252,252,252
31631,South Hill,Governor,poll,D,Christine Gregoire,213,213,213
31641,South Hill,Governor,poll,D,Christine Gregoire,226,226,226
31651,South Hill,Governor,poll,D,Christine Gregoire,255,255,255
40001,Greenbluff r,Governor,poll,D,Christine Gregoire,206,206,206
40011,Greenbluff r,Governor,poll,D,Christine Gregoire,247,247,247
40021,Greenbluff r,Governor,poll,D,Christine Gregoire,272,272,272
40031,Colbert s,Governor,poll,D,Christine Gregoire,169,169,169
40041,Greenbluff r,Governor,poll,D,Christine Gregoire,154,154,154
40051,Greenbluff r,Governor,poll,D,Christine Gregoire,221,221,221
40061,Colbert s,Governor,poll,D,Christine Gregoire,183,183,183
40071,Greenbluff r,Governor,poll,D,Christine Gregoire,121,121,121
40083,Greenbluff r,Governor,poll,D,Christine Gregoire,141,141,141
40091,Greenbluff r,Governor,poll,D,Christine Gregoire,140,140,140
40101,Greenbluff r,Governor,poll,D,Christine Gregoire,88,88,88
40111,Greenbluff r,Governor,poll,D,Christine Gregoire,206,210,210
40121,Greenbluff r,Governor,poll,D,Christine Gregoire,171,174,173
40131,Greenbluff r,Governor,poll,D,Christine Gregoire,98,98,98
40143,Foothills s,Governor,vbm,D,Christine Gregoire,151,151,151
40151,Foothills s,Governor,poll,D,Christine Gregoire,196,196,196
40161,Foothills s,Governor,poll,D,Christine Gregoire,335,336,336
40171,Foothills s,Governor,poll,D,Christine Gregoire,183,183,183
40181,Otis Orchards s,Governor,poll,D,Christine Gregoire,104,104,104
40191,Otis Orchards s,Governor,poll,D,Christine Gregoire,150,150,150
40201,Otis Orchards s,Governor,poll,D,Christine Gregoire,168,173,173
40211,Otis Orchards s,Governor,poll,D,Christine Gregoire,157,160,160
40221,Otis Orchards s,Governor,poll,D,Christine Gregoire,132,135,135
40233,Palouse r,Governor,vbm,D,Christine Gregoire,54,54,54
40241,Palouse r,Governor,poll,D,Christine Gregoire,170,174,174
40251,Palouse r,Governor,poll,D,Christine Gregoire,184,186,186
40263,Palouse r,Governor,vbm,D,Christine Gregoire,84,91,91
40271,Palouse r,Governor,poll,D,Christine Gregoire,164,172,172
40281,Palouse r,Governor,poll,D,Christine Gregoire,221,224,224
40291,Palouse r,Governor,poll,D,Christine Gregoire,160,161,161
41003,NOE,Governor,vbm,D,Christine Gregoire,2,2,2
41013,East Central,Governor,vbm,D,Christine Gregoire,51,51,51
42001,Millwood,Governor,poll,D,Christine Gregoire,184,184,184
42011,Millwood,Governor,poll,D,Christine Gregoire,103,105,105
43001,Liberty Lake,Governor,poll,D,Christine Gregoire,252,257,257
43011,Liberty Lake,Governor,poll,D,Christine Gregoire,235,237,237
44001,COSV,Governor,poll,D,Christine Gregoire,190,190,190
44011,COSV,Governor,poll,D,Christine Gregoire,208,208,208
44021,COSV,Governor,poll,D,Christine Gregoire,241,243,243
44031,COSV,Governor,poll,D,Christine Gregoire,280,281,281
44041,COSV,Governor,poll,D,Christine Gregoire,299,302,302
44051,COSV,Governor,poll,D,Christine Gregoire,153,153,153
44061,COSV,Governor,poll,D,Christine Gregoire,266,274,274
44071,COSV,Governor,poll,D,Christine Gregoire,240,242,242
44081,COSV,Governor,poll,D,Christine Gregoire,232,234,234
44091,COSV,Governor,poll,D,Christine Gregoire,234,241,241
44101,COSV,Governor,poll,D,Christine Gregoire,393,399,399
44111,COSV,Governor,poll,D,Christine Gregoire,145,145,145
44121,COSV,Governor,poll,D,Christine Gregoire,292,296,296
44131,COSV,Governor,poll,D,Christine Gregoire,238,238,238
44141,COSV,Governor,poll,D,Christine Gregoire,217,217,217
44151,COSV,Governor,poll,D,Christine Gregoire,370,371,371
44161,COSV,Governor,poll,D,Christine Gregoire,245,245,245
44171,COSV,Governor,poll,D,Christine Gregoire,273,274,274
44181,COSV,Governor,poll,D,Christine Gregoire,385,391,391
44191,COSV,Governor,poll,D,Christine Gregoire,237,237,237
44201,COSV,Governor,poll,D,Christine Gregoire,215,215,215
44211,COSV,Governor,poll,D,Christine Gregoire,165,165,165
44221,COSV,Governor,poll,D,Christine Gregoire,221,221,221
44231,COSV,Governor,poll,D,Christine Gregoire,314,314,314
44241,COSV,Governor,poll,D,Christine Gregoire,194,195,195
44251,COSV,Governor,poll,D,Christine Gregoire,144,144,144
44261,COSV,Governor,poll,D,Christine Gregoire,261,261,261
44271,COSV,Governor,poll,D,Christine Gregoire,246,246,246
44281,COSV,Governor,poll,D,Christine Gregoire,389,389,389
44291,COSV,Governor,poll,D,Christine Gregoire,239,239,239
44301,COSV,Governor,poll,D,Christine Gregoire,193,193,193
44311,COSV,Governor,poll,D,Christine Gregoire,175,176,176
44321,COSV,Governor,poll,D,Christine Gregoire,226,226,226
44331,COSV,Governor,poll,D,Christine Gregoire,300,301,301
44341,COSV,Governor,poll,D,Christine Gregoire,225,225,225
44351,COSV,Governor,poll,D,Christine Gregoire,214,213,213
44361,COSV,Governor,poll,D,Christine Gregoire,190,191,190
44371,COSV,Governor,poll,D,Christine Gregoire,351,351,351
44381,COSV,Governor,poll,D,Christine Gregoire,121,121,121
44391,COSV,Governor,poll,D,Christine Gregoire,244,245,245
44401,COSV,Governor,poll,D,Christine Gregoire,287,287,287
44411,COSV,Governor,poll,D,Christine Gregoire,243,243,243
60001,Greenbluff r,Governor,poll,D,Christine Gregoire,170,170,170
60011,Greenbluff r,Governor,poll,D,Christine Gregoire,330,330,330
60021,Colbert s,Governor,poll,D,Christine Gregoire,153,153,153
60031,Colbert s,Governor,poll,D,Christine Gregoire,114,114,114
60041,Colbert s,Governor,poll,D,Christine Gregoire,249,249,249
60051,Colbert s,Governor,poll,D,Christine Gregoire,270,270,270
60061,Colbert s,Governor,poll,D,Christine Gregoire,191,191,191
60071,Colbert s,Governor,poll,D,Christine Gregoire,129,129,129
60083,Colbert s,Governor,vbm,D,Christine Gregoire,96,96,96
60091,Greenbluff r,Governor,poll,D,Christine Gregoire,305,306,306
60101,Greenbluff r,Governor,poll,D,Christine Gregoire,214,214,214
60111,Colbert s,Governor,poll,D,Christine Gregoire,137,137,137
60121,Colbert s,Governor,poll,D,Christine Gregoire,189,189,189
60141,Moran s,Governor,poll,D,Christine Gregoire,263,263,263
60151,Whitworth s,Governor,poll,D,Christine Gregoire,258,258,258
60161,Moran s,Governor,poll,D,Christine Gregoire,247,247,247
60173,West Plains r,Governor,vbm,D,Christine Gregoire,26,26,26
60181,Moran s,Governor,poll,D,Christine Gregoire,287,287,287
60191,Moran s,Governor,poll,D,Christine Gregoire,234,234,234
60201,Moran s,Governor,poll,D,Christine Gregoire,351,351,351
60213,Palouse r,Governor,vbm,D,Christine Gregoire,16,16,16
60221,West Plains r,Governor,poll,D,Christine Gregoire,185,185,185
60231,Whitworth s,Governor,poll,D,Christine Gregoire,231,232,232
60241,West Plains r,Governor,poll,D,Christine Gregoire,221,222,222
60253,West Plains r,Governor,vbm,D,Christine Gregoire,68,68,68
60261,West Plains r,Governor,poll,D,Christine Gregoire,143,143,143
60271,Colbert s,Governor,poll,D,Christine Gregoire,180,180,180
60283,Whitworth s,Governor,vbm,D,Christine Gregoire,39,39,39
60291,Whitworth s,Governor,poll,D,Christine Gregoire,125,125,125
60301,Whitworth s,Governor,poll,D,Christine Gregoire,133,133,133
60311,Whitworth s,Governor,poll,D,Christine Gregoire,174,174,174
60321,Whitworth s,Governor,poll,D,Christine Gregoire,189,189,189
60331,Whitworth s,Governor,poll,D,Christine Gregoire,156,156,156
60341,Whitworth s,Governor,poll,D,Christine Gregoire,150,150,150
60351,Whitworth s,Governor,poll,D,Christine Gregoire,181,181,181
60361,Whitworth s,Governor,poll,D,Christine Gregoire,203,203,203
60371,Whitworth s,Governor,poll,D,Christine Gregoire,211,211,211
60381,Whitworth s,Governor,poll,D,Christine Gregoire,197,197,197
60391,Whitworth s,Governor,poll,D,Christine Gregoire,191,191,191
61001,Indian Trail,Governor,poll,D,Christine Gregoire,282,282,282
61011,Indian Trail,Governor,poll,D,Christine Gregoire,257,257,257
61021,Indian Trail,Governor,poll,D,Christine Gregoire,177,177,177
61031,Indian Trail,Governor,poll,D,Christine Gregoire,222,222,222
61041,Indian Trail,Governor,poll,D,Christine Gregoire,272,273,273
61051,Indian Trail,Governor,poll,D,Christine Gregoire,311,310,310
61061,Civil War,Governor,poll,D,Christine Gregoire,327,328,328
61071,Civil War,Governor,poll,D,Christine Gregoire,184,184,184
61081,Indian Trail,Governor,poll,D,Christine Gregoire,224,224,224
61091,Indian Trail,Governor,poll,D,Christine Gregoire,221,221,221
61101,Indian Trail,Governor,poll,D,Christine Gregoire,242,242,242
61111,Indian Trail,Governor,poll,D,Christine Gregoire,247,247,247
61121,Indian Trail,Governor,poll,D,Christine Gregoire,332,332,332
61131,Civil War,Governor,poll,D,Christine Gregoire,221,221,221
61141,Civil War,Governor,poll,D,Christine Gregoire,259,259,259
61151,Civil War,Governor,poll,D,Christine Gregoire,182,182,182
61161,Civil War,Governor,poll,D,Christine Gregoire,568,568,568
61171,Finch,Governor,poll,D,Christine Gregoire,284,284,284
61181,Shadle Park,Governor,poll,D,Christine Gregoire,242,243,243
61191,Shadle Park,Governor,poll,D,Christine Gregoire,314,314,314
61201,Shadle Park,Governor,poll,D,Christine Gregoire,299,299,299
61211,Shadle Park,Governor,poll,D,Christine Gregoire,230,230,230
61221,Shadle Park,Governor,poll,D,Christine Gregoire,180,180,180
61231,Shadle Park,Governor,poll,D,Christine Gregoire,288,288,288
61241,Shadle Park,Governor,poll,D,Christine Gregoire,223,223,223
61251,Shadle Park,Governor,poll,D,Christine Gregoire,280,279,279
61261,Shadle Park,Governor,poll,D,Christine Gregoire,282,282,282
61271,Shadle Park,Governor,poll,D,Christine Gregoire,257,257,257
61281,Shadle Park,Governor,poll,D,Christine Gregoire,305,305,305
61291,South Hill,Governor,poll,D,Christine Gregoire,297,297,297
61301,South Hill,Governor,poll,D,Christine Gregoire,182,182,182
61311,South Hill,Governor,poll,D,Christine Gregoire,144,144,144
61321,South Hill,Governor,poll,D,Christine Gregoire,336,336,336
61331,South Hill,Governor,poll,D,Christine Gregoire,279,279,279
61343,Shadle Park,Governor,vbm,D,Christine Gregoire,78,78,78
61351,South Hill,Governor,poll,D,Christine Gregoire,253,253,253
61361,South Hill,Governor,poll,D,Christine Gregoire,398,398,398
61371,South Hill,Governor,poll,D,Christine Gregoire,436,436,436
61381,South Hill,Governor,poll,D,Christine Gregoire,297,297,298
61391,South Hill,Governor,poll,D,Christine Gregoire,221,221,221
61401,South Hill,Governor,poll,D,Christine Gregoire,330,330,330
61411,South Hill,Governor,poll,D,Christine Gregoire,356,356,356
61421,South Hill,Governor,poll,D,Christine Gregoire,249,249,249
61431,South Hill,Governor,poll,D,Christine Gregoire,225,225,225
61441,South Hill,Governor,poll,D,Christine Gregoire,358,358,358
61451,South Hill,Governor,poll,D,Christine Gregoire,292,292,292
61461,South Hill,Governor,poll,D,Christine Gregoire,285,285,285
61471,South Hill,Governor,poll,D,Christine Gregoire,280,280,280
61481,South Hill,Governor,poll,D,Christine Gregoire,232,232,232
61491,South Hill,Governor,poll,D,Christine Gregoire,224,224,224
61501,South Hill,Governor,poll,D,Christine Gregoire,110,110,110
61511,South Hill,Governor,poll,D,Christine Gregoire,373,373,373
64001,COSV,Governor,poll,D,Christine Gregoire,178,178,178
70001,Greenbluff r,Governor,poll,D,Christine Gregoire,199,200,200
70011,Greenbluff r,Governor,poll,D,Christine Gregoire,238,238,238
70021,Greenbluff r,Governor,poll,D,Christine Gregoire,150,150,150
70031,Greenbluff r,Governor,poll,D,Christine Gregoire,95,95,95
70041,Greenbluff r,Governor,poll,D,Christine Gregoire,145,145,145
70051,Greenbluff r,Governor,poll,D,Christine Gregoire,161,161,161
70061,West Plains r,Governor,poll,D,Christine Gregoire,146,146,146
70071,West Plains r,Governor,poll,D,Christine Gregoire,220,220,220
70081,West Plains r,Governor,poll,D,Christine Gregoire,254,254,254
70091,West Plains r,Governor,poll,D,Christine Gregoire,131,131,131
70101,West Plains r,Governor,poll,D,Christine Gregoire,221,221,221
70111,Greenbluff r,Governor,poll,D,Christine Gregoire,194,194,194
70121,Greenbluff r,Governor,poll,D,Christine Gregoire,152,152,152
71001,Airway Heights,Governor,poll,D,Christine Gregoire,123,123,123
71011,Airway Heights,Governor,poll,D,Christine Gregoire,59,59,59
72001,Fairchild,Governor,poll,D,Christine Gregoire,100,100,100
73001,Deer Park,Governor,poll,D,Christine Gregoire,187,187,187
73011,Deer Park,Governor,poll,D,Christine Gregoire,129,129,129
90001,Palouse r,Governor,poll,D,Christine Gregoire,92,92,92
90013,Palouse r,Governor,vbm,D,Christine Gregoire,113,113,113
90023,Palouse r,Governor,vbm,D,Christine Gregoire,27,27,27
90031,Palouse r,Governor,poll,D,Christine Gregoire,283,283,283
90041,Palouse r,Governor,poll,D,Christine Gregoire,157,157,157
90051,Palouse r,Governor,poll,D,Christine Gregoire,235,235,235
90061,Palouse r,Governor,poll,D,Christine Gregoire,168,168,168
90071,West Plains r,Governor,poll,D,Christine Gregoire,237,237,237
90081,West Plains r,Governor,poll,D,Christine Gregoire,181,181,181
90091,West Plains r,Governor,poll,D,Christine Gregoire,206,206,206
90101,Palouse r,Governor,poll,D,Christine Gregoire,179,179,179
90113,Palouse r,Governor,vbm,D,Christine Gregoire,123,123,123
90123,Palouse r,Governor,vbm,D,Christine Gregoire,42,42,42
90133,Palouse r,Governor,vbm,D,Christine Gregoire,65,65,65
90143,Palouse r,Governor,vbm,D,Christine Gregoire,91,91,91
90151,Palouse r,Governor,poll,D,Christine Gregoire,197,197,197
90163,Palouse r,Governor,vbm,D,Christine Gregoire,37,37,37
90173,Palouse r,Governor,vbm,D,Christine Gregoire,51,51,51
90183,Palouse r,Governor,vbm,D,Christine Gregoire,110,110,110
90191,Moran s,Governor,poll,D,Christine Gregoire,163,163,163
90203,Palouse r,Governor,vbm,D,Christine Gregoire,39,39,39
91001,Medical Lake,Governor,poll,D,Christine Gregoire,202,203,203
91011,Medical Lake,Governor,poll,D,Christine Gregoire,184,184,184
92001,Cheney,Governor,poll,D,Christine Gregoire,161,161,161
92011,Cheney,Governor,poll,D,Christine Gregoire,260,260,260
92021,Cheney,Governor,poll,D,Christine Gregoire,200,200,200
92031,Cheney,Governor,poll,D,Christine Gregoire,301,301,301
93003,Spangle,Governor,vbm,D,Christine Gregoire,49,49,49
94003,Waverly,Governor,vbm,D,Christine Gregoire,23,23,23
95001,Fairfield,Governor,poll,D,Christine Gregoire,52,52,52
96003,Latah,Governor,vbm,D,Christine Gregoire,36,36,36
97003,Rockford,Governor,vbm,D,Christine Gregoire,80,80,80
31004,NOE,Governor,prov,D,Christine Gregoire,9,9,9
31014,Hillyard,Governor,prov,D,Christine Gregoire,14,14,14
31024,NOE,Governor,prov,D,Christine Gregoire,11,11,11
31034,Hillyard,Governor,prov,D,Christine Gregoire,5,5,5
31044,NOE,Governor,prov,D,Christine Gregoire,2,2,2
31054,NOE,Governor,prov,D,Christine Gregoire,2,2,2
31064,NOE,Governor,prov,D,Christine Gregoire,26,26,26
31074,NOE,Governor,prov,D,Christine Gregoire,8,8,8
31084,Shadle Park,Governor,prov,D,Christine Gregoire,3,3,3
31094,Shadle Park,Governor,prov,D,Christine Gregoire,1,1,1
31104,Shadle Park,Governor,prov,D,Christine Gregoire,4,4,4
31114,Shadle Park,Governor,prov,D,Christine Gregoire,5,5,5
31124,Hillyard,Governor,prov,D,Christine Gregoire,25,25,25
31134,Hillyard,Governor,prov,D,Christine Gregoire,1,1,1
31144,NOE,Governor,prov,D,Christine Gregoire,10,10,10
31154,NOE,Governor,prov,D,Christine Gregoire,10,10,10
31164,NOE,Governor,prov,D,Christine Gregoire,2,2,2
31174,NOE,Governor,prov,D,Christine Gregoire,6,6,6
31184,NOE,Governor,prov,D,Christine Gregoire,9,9,9
31194,NOE,Governor,prov,D,Christine Gregoire,8,8,8
31204,NOE,Governor,prov,D,Christine Gregoire,12,12,12
31214,East Central,Governor,prov,D,Christine Gregoire,2,2,2
31224,East Central,Governor,prov,D,Christine Gregoire,1,1,1
31234,East Central,Governor,prov,D,Christine Gregoire,12,12,12
31244,Shadle Park,Governor,prov,D,Christine Gregoire,20,20,20
31254,Shadle Park,Governor,prov,D,Christine Gregoire,10,10,10
31264,Shadle Park,Governor,prov,D,Christine Gregoire,11,11,11
31274,Shadle Park,Governor,prov,D,Christine Gregoire,9,9,9
31284,Shadle Park,Governor,prov,D,Christine Gregoire,11,11,11
31294,South Hill,Governor,prov,D,Christine Gregoire,26,26,26
31304,South Hill,Governor,prov,D,Christine Gregoire,13,13,13
31314,East Central,Governor,prov,D,Christine Gregoire,18,18,18
31324,South Hill,Governor,prov,D,Christine Gregoire,3,3,3
31334,South Hill,Governor,prov,D,Christine Gregoire,6,6,6
31344,South Hill,Governor,prov,D,Christine Gregoire,25,25,25
31354,South Hill,Governor,prov,D,Christine Gregoire,14,14,14
31364,Shadle Park,Governor,prov,D,Christine Gregoire,5,5,5
31374,East Central,Governor,prov,D,Christine Gregoire,7,7,7
31384,East Central,Governor,prov,D,Christine Gregoire,11,11,11
31394,East Central,Governor,prov,D,Christine Gregoire,8,8,8
31404,East Central,Governor,prov,D,Christine Gregoire,3,3,3
31414,East Central,Governor,prov,D,Christine Gregoire,7,7,7
31424,East Central,Governor,prov,D,Christine Gregoire,13,13,13
31434,West Central,Governor,prov,D,Christine Gregoire,7,7,7
31444,West Central,Governor,prov,D,Christine Gregoire,20,20,20
31454,Shadle Park,Governor,prov,D,Christine Gregoire,2,2,2
31464,West Central,Governor,prov,D,Christine Gregoire,34,34,34
31474,West Central,Governor,prov,D,Christine Gregoire,1,1,1
31484,West Central,Governor,prov,D,Christine Gregoire,0,0,0
31494,West Central,Governor,prov,D,Christine Gregoire,26,26,26
31504,West Central,Governor,prov,D,Christine Gregoire,3,3,3
31514,West Central,Governor,prov,D,Christine Gregoire,5,5,5
