"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Okanogan","  OMAK SCHOOL 19 Director District 5 At Large ","WRITE-IN","","8","0.3263","School"
"Okanogan","  SCHOOL DISTRICT 050 SCHOOL DIRECTOR #2","Daniale Harbick","","11","100","School"
"Okanogan","  SCHOOL DISTRICT 050 SCHOOL DIRECTOR #2","WRITE-IN","","0","0","School"
"Okanogan","  SCHOOL DISTRICT 050 SCHOOL DIRECTOR #4","Johnna Olson","","12","100","School"
"Okanogan","  SCHOOL DISTRICT 050 SCHOOL DIRECTOR #4","WRITE-IN","","0","0","School"
"Okanogan","  SCHOOL DISTRICT 050 SCHOOL DIRECTOR #5","Barbara Bradshaw ","","12","100","School"
"Okanogan","  SCHOOL DISTRICT 050 SCHOOL DIRECTOR #5","WRITE-IN","","0","0","School"
"Okanogan","  Bridgeport School District Director 1","Bennie Polvos","","10","100","School"
"Okanogan","  Bridgeport School District Director 1","WRITE-IN","","0","0","School"
"Okanogan","  Bridgeport School District Director 3","Matt West","","8","100","School"
"Okanogan","  Bridgeport School District Director 3","WRITE-IN","","0","0","School"
"Okanogan","  Bridgeport School District Director #4","Wayne van Zwoll","","9","100","School"
"Okanogan","  Bridgeport School District Director #4","WRITE-IN","","0","0","School"
"Okanogan","  OKANOGAN SCHOOL 105 Director District 1","Teresa Budravage","","731","98.6505","School"
"Okanogan","  OKANOGAN SCHOOL 105 Director District 1","DELETE","","0","0","School"
"Okanogan","  OKANOGAN SCHOOL 105 Director District 1","WRITE-IN","","10","1.3495","School"
"Okanogan","  OKANOGAN SCHOOL 105 Director District 3","Amanda Timm","","786","98.7437","School"
"Okanogan","  OKANOGAN SCHOOL 105 Director District 3","WRITE-IN","","10","1.2563","School"
"Okanogan","  OKANOGAN SCHOOL 105 Director District 4","Anthony (Tony) Hawley","","783","98.1203","School"
"Okanogan","  OKANOGAN SCHOOL 105 Director District 4","WRITE-IN","","15","1.8797","School"
"Okanogan","  OKANOGAN SCHOOL 105 Director District 5","Kevin Oyler","","766","98.4576","School"
"Okanogan","  OKANOGAN SCHOOL 105 Director District 5","WRITE-IN","","12","1.5424","School"
"Okanogan","  BREWSTER SCHOOL 111-203J Director District 1","Peggy Rice","","321","98.4663","School"
"Okanogan","  BREWSTER SCHOOL 111-203J Director District 1","WRITE-IN","","5","1.5337","School"
"Okanogan","  BREWSTER SCHOOL 111-203J Director District 2","Hector D. Aparicio","","328","96.7552","School"
"Okanogan","  BREWSTER SCHOOL 111-203J Director District 2","WRITE-IN","","11","3.2448","School"
"Okanogan","  BREWSTER SCHOOL 111-203J Director District 3","Maria Maldonado","","320","97.561","School"
"Okanogan","  BREWSTER SCHOOL 111-203J Director District 3","WRITE-IN","","8","2.439","School"
"Okanogan","  BREWSTER SCHOOL 111-203J Director District 4 At Large ","Donald E Becker","","341","97.4286","School"
"Okanogan","  BREWSTER SCHOOL 111-203J Director District 4 At Large ","WRITE-IN","","9","2.5714","School"
"Okanogan","  PATEROS SCHOOL 122-70J Director District 1","Chad Miller","","265","97.4265","School"
"Okanogan","  PATEROS SCHOOL 122-70J Director District 1","WRITE-IN","","7","2.5735","School"
"Okanogan","  PATEROS SCHOOL 122-70J Director District 2","Marc Armstrong","","265","97.0696","School"
"Okanogan","  PATEROS SCHOOL 122-70J Director District 2","WRITE-IN","","8","2.9304","School"
"Okanogan","  PATEROS SCHOOL 122-70J Director District 5 At Large ","Charles R. Miller","","263","95.6364","School"
"Okanogan","  PATEROS SCHOOL 122-70J Director District 5 At Large ","WRITE-IN","","12","4.3636","School"
"Okanogan","  LAKE CHELAN SCHOOL DISTRICT NO. 129 School Board Member Director District #2","Agustin Benegas","","3","100","School"
"Okanogan","  LAKE CHELAN SCHOOL DISTRICT NO. 129 School Board Member Director District #2","WRITE-IN","","0","0","School"
"Okanogan","  LAKE CHELAN SCHOOL DISTRICT NO. 129 School Board Member Director District #4 At Large","Andrew D. Baker","","1","50","School"
"Okanogan","  LAKE CHELAN SCHOOL DISTRICT NO. 129 School Board Member Director District #4 At Large","Kimberly Thorpe","","1","50","School"
"Okanogan","  LAKE CHELAN SCHOOL DISTRICT NO. 129 School Board Member Director District #4 At Large","WRITE-IN","","0","0","School"
"Okanogan","  LAKE CHELAN SCHOOL DISTRICT NO. 129 School Board Member Director District #5 At Large","Jeff Fehr","","2","100","School"
"Okanogan","  LAKE CHELAN SCHOOL DISTRICT NO. 129 School Board Member Director District #5 At Large","WRITE-IN","","0","0","School"
"Okanogan","  GRAND COULEE SCHOOL DIST #301 SCHOOL DIRECTOR At Large #3","George LaPlace","","221","97.7876","School"
"Okanogan","  GRAND COULEE SCHOOL DIST #301 SCHOOL DIRECTOR At Large #3","WRITE-IN","","5","2.2124","School"
"Okanogan","  GRAND COULEE SCHOOL DIST #301 SCHOOL DIRECTOR #04","Alexander Tufts","","218","96.8889","School"
"Okanogan","  GRAND COULEE SCHOOL DIST #301 SCHOOL DIRECTOR #04","WRITE-IN","","7","3.1111","School"
"Okanogan","  SCHOOL DISTRICT 309 SCHOOL DIRECTOR #2","Neal Martin","","6","24","School"
"Okanogan","  SCHOOL DISTRICT 309 SCHOOL DIRECTOR #2","Jack D Hamilton ","","19","76","School"
"Okanogan","  SCHOOL DISTRICT 309 SCHOOL DIRECTOR #2","WRITE-IN","","0","0","School"
"Okanogan","  SCHOOL DISTRICT 309 SCHOOL DIRECTOR #3","Amy Rooker","","17","100","School"
"Okanogan","  SCHOOL DISTRICT 309 SCHOOL DIRECTOR #3","WRITE-IN","","0","0","School"
"Okanogan","  SCHOOL DISTRICT 309 SCHOOL DIRECTOR - AT LARGE #4","Randy Sage","","18","66.6667","School"
"Okanogan","  SCHOOL DISTRICT 309 SCHOOL DIRECTOR - AT LARGE #4","Cherie L. Exner","","9","33.3333","School"
"Okanogan","  SCHOOL DISTRICT 309 SCHOOL DIRECTOR - AT LARGE #4","WRITE-IN","","0","0","School"
"Okanogan","  METHOW VALLEY SCHOOL 350 Director District 1","Judith Hardmeyer-Wright","","1654","97.2941","School"
"Okanogan","  METHOW VALLEY SCHOOL 350 Director District 1","WRITE-IN","","46","2.7059","School"
"Okanogan","  METHOW VALLEY SCHOOL 350 Director District 3","Mary Anne Quigley","","1679","97.4463","School"
"Okanogan","  METHOW VALLEY SCHOOL 350 Director District 3","WRITE-IN","","44","2.5537","School"
"Okanogan","  METHOW VALLEY SCHOOL 350 Director District 5 At Large ","Frank Kline","","1172","51.336","School"
"Okanogan","  METHOW VALLEY SCHOOL 350 Director District 5 At Large ","Leverett Hubbard","","1097","48.0508","School"
"Okanogan","  METHOW VALLEY SCHOOL 350 Director District 5 At Large ","WRITE-IN","","14","0.6132","School"
"Okanogan","  TONASKET SCHOOL 404 Director District 2","Lois Rhoads","","1196","97.2358","School"
"Okanogan","  TONASKET SCHOOL 404 Director District 2","WRITE-IN","","34","2.7642","School"
"Okanogan","  TONASKET SCHOOL 404 Director District 3","Joyce Fancher","","1047","85.8197","School"
"Okanogan","  TONASKET SCHOOL 404 Director District 3","WRITE-IN","","173","14.1803","School"
"Okanogan","  TONASKET SCHOOL 404 Director District 5","Jennie Wilson","","1155","96.896","School"
"Okanogan","  TONASKET SCHOOL 404 Director District 5","WRITE-IN","","37","3.104","School"
"Okanogan","  OROVILLE SCHOOL 410 Director District 1","Todd Hill","","700","96.5517","School"
"Okanogan","  OROVILLE SCHOOL 410 Director District 1","WRITE-IN","","25","3.4483","School"
"Okanogan","  OROVILLE SCHOOL 410 Director District 5 At Large ","Dwayne Birmingham","","662","96.2209","School"
"Okanogan","  OROVILLE SCHOOL 410 Director District 5 At Large ","WRITE-IN","","26","3.7791","School"
"Okanogan","  TONASKET PARKS AND REC DISTRICT Commissioner Pos. 1","Rick Massey","","899","96.9795","Park and Recreation"
"Okanogan","  TONASKET PARKS AND REC DISTRICT Commissioner Pos. 1","WRITE-IN","","28","3.0205","Park and Recreation"
"Okanogan","  TONASKET PARKS AND REC DISTRICT Commissioner Pos. 2","Billie Kay Attwood","","939","96.8041","Park and Recreation"
"Okanogan","  TONASKET PARKS AND REC DISTRICT Commissioner Pos. 2","WRITE-IN","","31","3.1959","Park and Recreation"
"Okanogan","  TONASKET PARKS AND REC DISTRICT Commissioner Pos. 3","Jordan Weddle","","904","96.3753","Park and Recreation"
"Okanogan","  TONASKET PARKS AND REC DISTRICT Commissioner Pos. 3","WRITE-IN","","34","3.6247","Park and Recreation"
"Okanogan","  CEMETERY DISTRICT 01 Commissioner Pos. 1","Gary L Marchbank","","841","98.8249","Cemetery"
"Okanogan","  CEMETERY DISTRICT 01 Commissioner Pos. 1","WRITE-IN","","10","1.1751","Cemetery"
"Okanogan","  CEMETERY DISTRICT 01 Commissioner Pos. 2","Don Waller","","746","97.5163","Cemetery"
"Okanogan","  CEMETERY DISTRICT 01 Commissioner Pos. 2","WRITE-IN","","19","2.4837","Cemetery"
"Okanogan","  CEMETERY DISTRICT 01 Commissioner Pos. 3","Teresa Mathis","","771","99.3557","Cemetery"
"Okanogan","  CEMETERY DISTRICT 01 Commissioner Pos. 3","WRITE-IN","","5","0.6443","Cemetery"
"Okanogan","  CEMETERY DISTRICT 02 Commissioner Pos. 3","Jane Surface","","875","98.4252","Cemetery"
"Okanogan","  CEMETERY DISTRICT 02 Commissioner Pos. 3","WRITE-IN","","14","1.5748","Cemetery"
"Okanogan","  CEMETERY DISTRICT 04 Commissioner Pos. 3","TED CHRISTENSEN","","595","99.0017","Cemetery"
"Okanogan","  CEMETERY DISTRICT 04 Commissioner Pos. 3","WRITE-IN","","6","0.9983","Cemetery"
"Okanogan","  FIRE DISTRICT 01 Commissioner Pos. 1","Robert Ellis","","297","97.377","Fire"
"Okanogan","  FIRE DISTRICT 01 Commissioner Pos. 1","WRITE-IN","","8","2.623","Fire"
"Okanogan","  FIRE DISTRICT 01 Commissioner Pos. 2","Bob Hilderbrand","","312","98.4227","Fire"
"Okanogan","  FIRE DISTRICT 01 Commissioner Pos. 2","WRITE-IN","","5","1.5773","Fire"
"Okanogan","  FIRE DISTRICT 03 Commissioner Pos. 1","Audie Gann","","1169","98.6498","Fire"
"Okanogan","  FIRE DISTRICT 03 Commissioner Pos. 1","WRITE-IN","","16","1.3502","Fire"
"Okanogan","  FIRE DISTRICT 03 Commissioner Pos. 3","Mike Cusick","","1155","98.2143","Fire"
"Okanogan","  FIRE DISTRICT 03 Commissioner Pos. 3","WRITE-IN","","21","1.7857","Fire"
"Okanogan","  FIRE DISTRICT 04 Commissioner Pos. 2","Duane Van Woert","","475","99.5807","Fire"
"Okanogan","  FIRE DISTRICT 04 Commissioner Pos. 2","WRITE-IN","","2","0.4193","Fire"
"Okanogan","  FIRE DISTRICT 06 Commissioner Pos. 2","Ken Doran","","740","32.7869","Fire"
"Okanogan","  FIRE DISTRICT 06 Commissioner Pos. 2","Darold Brandenburg","","1511","66.9473","Fire"
"Okanogan","  FIRE DISTRICT 06 Commissioner Pos. 2","WRITE-IN","","6","0.2658","Fire"
"Okanogan","FIRE DISTRICT 11  FIR240013 Commissioner Pos. 3","Ken Davidson","","122","96.8254","Fire"
"Okanogan","FIRE DISTRICT 11  FIR240013 Commissioner Pos. 3","WRITE-IN","","4","3.1746","Fire"
"Okanogan","  FIRE DISTRICT 13 FIRE COMMISSIONER #2","John M. Friederichs","","6","100","Fire"
"Okanogan","  FIRE DISTRICT 13 FIRE COMMISSIONER #2","WRITE-IN","","0","0","Fire"
"Okanogan","  FIRE DISTRICT 13 FIRE COMMISSIONER #3","Jon R. Jensen","","6","100","Fire"
"Okanogan","  FIRE DISTRICT 13 FIRE COMMISSIONER #3","WRITE-IN","","0","0","Fire"
"Okanogan","  FIRE DISTRICT 14 FIRE COMMISSIONER #2","Steve Goss","","7","100","Fire"
"Okanogan","  FIRE DISTRICT 14 FIRE COMMISSIONER #2","WRITE-IN","","0","0","Fire"
"Okanogan","  DOUGLAS-OKANOGAN FIRE DISTRICT 15 Commissioner Pos. 3","Lonnie W. Fenton ","","357","98.0769","Fire"
"Okanogan","  DOUGLAS-OKANOGAN FIRE DISTRICT 15 Commissioner Pos. 3","WRITE-IN","","7","1.9231","Fire"
"Pacific","  Referendum Measure No. 88","Approved","","2964","41.3159","State Executive"
"Pacific","  Referendum Measure No. 88","Rejected","","4210","58.6841","State Executive"
"Pacific","  Initiative Measure No. 976","Yes","","4693","62.8162","State Executive"
"Pacific","  Initiative Measure No. 976","No","","2778","37.1838","State Executive"
"Pacific","  Advisory Vote No. 20","Repealed","","5200","73.3324","State Executive"
"Pacific","  Advisory Vote No. 20","Maintained","","1891","26.6676","State Executive"
"Pacific","  Advisory Vote No. 21","Repealed","","4955","69.4853","State Executive"
"Pacific","  Advisory Vote No. 21","Maintained","","2176","30.5147","State Executive"
"Pacific","  Advisory Vote No. 22","Repealed","","5437","76.7179","State Executive"
"Pacific","  Advisory Vote No. 22","Maintained","","1650","23.2821","State Executive"
"Pacific","  Advisory Vote No. 23","Repealed","","3192","44.3641","State Executive"
"Pacific","  Advisory Vote No. 23","Maintained","","4003","55.6359","State Executive"
"Pacific","  Advisory Vote No. 24","Repealed","","5380","76.5836","State Executive"
"Pacific","  Advisory Vote No. 24","Maintained","","1645","23.4164","State Executive"
"Pacific","  Advisory Vote No. 25","Repealed","","4818","68.4764","State Executive"
"Pacific","  Advisory Vote No. 25","Maintained","","2218","31.5236","State Executive"
"Pacific","  Advisory Vote No. 26","Repealed","","4959","70.3704","State Executive"
"Pacific","  Advisory Vote No. 26","Maintained","","2088","29.6296","State Executive"
"Pacific","  Advisory Vote No. 27","Repealed","","5569","77.4333","State Executive"
"Pacific","  Advisory Vote No. 27","Maintained","","1623","22.5667","State Executive"
"Pacific","  Advisory Vote No. 28","Repealed","","4203","59.3141","State Executive"
"Pacific","  Advisory Vote No. 28","Maintained","","2883","40.6859","State Executive"
"Pacific","  Advisory Vote No. 29","Repealed","","5507","77.6618","State Executive"
"Pacific","  Advisory Vote No. 29","Maintained","","1584","22.3382","State Executive"
"Pacific","  Advisory Vote No. 30","Repealed","","4686","66.1864","State Executive"
"Pacific","  Advisory Vote No. 30","Maintained","","2394","33.8136","State Executive"
"Pacific","  Advisory Vote No. 31","Repealed","","3827","54.1761","State Executive"
"Pacific","  Advisory Vote No. 31","Maintained","","3237","45.8239","State Executive"
"Pacific","  Proposed Amendments to the Constitution - Senate Joint Resolution No. 8200","Approved","","4131","57.752","State Executive"
"Pacific","  Proposed Amendments to the Constitution - Senate Joint Resolution No. 8200","Rejected","","3022","42.248","State Executive"
"Pacific","  Court of Appeals, Division 2, District 3 Judge Position 2","Anne Cruser","","4737","97.6701","Judicial"
"Pacific","  Court of Appeals, Division 2, District 3 Judge Position 2","WRITE-IN","","113","2.3299","Judicial"
"Pacific","  Pacific, Wahkiakum Superior Court Judge Position 1","Michael S. Turner","","3311","48.2021","Judicial"
"Pacific","  Pacific, Wahkiakum Superior Court Judge Position 1","Donald J. Richter","","3520","51.2447","Judicial"
"Pacific","  Pacific, Wahkiakum Superior Court Judge Position 1","WRITE-IN","","38","0.5532","Judicial"
"Pacific","  Port Of Chinook Commissioner District 2","Gary Kobes","","131","94.2446","Port"
"Pacific","  Port Of Chinook Commissioner District 2","WRITE-IN","","8","5.7554","Port"
"Pacific","  Port Of Ilwaco Commissioner District 1","Steve Newell","","979","97.51","Port"
"Pacific","  Port Of Ilwaco Commissioner District 1","WRITE-IN","","25","2.49","Port"
"Pacific","  Port Of Ilwaco Commissioner District 3","Al &quot;Butch&quot; Smith","","992","96.9697","Port"
"Pacific","  Port Of Ilwaco Commissioner District 3","WRITE-IN","","31","3.0303","Port"
"Pacific","  Port Of Peninsula Commissioner District 1","William Derion","","1727","97.9025","Port"
"Pacific","  Port Of Peninsula Commissioner District 1","WRITE-IN","","37","2.0975","Port"
"Pacific","  Port Of Willapa Harbor Commissioner District 3","Rebecca Chaffee","","2037","96.1756","Port"
"Pacific","  Port Of Willapa Harbor Commissioner District 3","WRITE-IN","","81","3.8244","Port"
"Pacific","  City of Ilwaco City Council Member 1","David R. (Dave) Cundiff","","166","68.8797","City/Town"
"Pacific","  City of Ilwaco City Council Member 1","James Berglund","","69","28.6307","City/Town"
"Pacific","  City of Ilwaco City Council Member 1","WRITE-IN","","6","2.4896","City/Town"
"Pacific","  City of Ilwaco City Council Member 3","Jonathan Quittner","","193","97.4747","City/Town"
"Pacific","  City of Ilwaco City Council Member 3","WRITE-IN","","5","2.5253","City/Town"
"Pacific","  City of Ilwaco City Council Member 4","Matt Lessnau","","206","97.6303","City/Town"
"Pacific","  City of Ilwaco City Council Member 4","WRITE-IN","","5","2.3697","City/Town"
"Pacific","  City of Ilwaco City Council Member 5","Kristen Mathison","","194","97.4874","City/Town"
"Pacific","  City of Ilwaco City Council Member 5","WRITE-IN","","5","2.5126","City/Town"
"Pacific","  City of Long Beach Mayor","Jerry Phillips","","340","91.3978","City/Town"
"Pacific","  City of Long Beach Mayor","WRITE-IN","","32","8.6022","City/Town"
"Pacific","  City of Long Beach City Council Member 1","Susan (Sue) Svendsen","","329","70.2991","City/Town"
"Pacific","  City of Long Beach City Council Member 1","Donald E. McGuire Jr.","","138","29.4872","City/Town"
