"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Mason","  Fire Protection Dist 16 Fire Commissioner Position No.4","Wil &quot;Bill&quot; Reed","","620","96.423","Fire"
"Mason","  Fire Protection Dist 16 Fire Commissioner Position No.4","WRITE-IN","","23","3.577","Fire"
"Mason","  Fire Protection Dist 17 Fire Commissioner Position No. 3","Joel R. Carlson","","153","96.2264","Fire"
"Mason","  Fire Protection Dist 17 Fire Commissioner Position No. 3","WRITE-IN","","6","3.7736","Fire"
"Mason","  Fire Protection Dist 18 Local Property Tax Levy For Fire Protection And Emergency Medical Services","Levy...Yes","","461","70.7055","Fire"
"Mason","  Fire Protection Dist 18 Local Property Tax Levy For Fire Protection And Emergency Medical Services","Levy...No","","191","29.2945","Fire"
"Mason","  Fire Protection Dist 18 Fire Commissioner Position No.3","Michael Murray","","474","97.5309","Fire"
"Mason","  Fire Protection Dist 18 Fire Commissioner Position No.3","WRITE-IN","","12","2.4691","Fire"
"Mason","  North Mason Regional Fire Authority Fire Commissioner Position No.1","Kelley McIntosh ","","2361","97.0806","Fire"
"Mason","  North Mason Regional Fire Authority Fire Commissioner Position No.1","WRITE-IN","","71","2.9194","Fire"
"Mason","  North Mason Regional Fire Authority Local Bonds to Construct a New Headquarters Fire Station","Approved","","2188","64.7337","Fire"
"Mason","  North Mason Regional Fire Authority Local Bonds to Construct a New Headquarters Fire Station","Rejected","","1192","35.2663","Fire"
"Mason","  Public Hospital Dist 1 Hospital Commissioner Position No. 1","Scott Hilburn","","10307","96.9797","Hospital"
"Mason","  Public Hospital Dist 1 Hospital Commissioner Position No. 1","WRITE-IN","","321","3.0203","Hospital"
"Mason","  Public Hospital Dist 2 Hospital Commissioner Position No. 1","Patty Stone","","2219","97.7533","Hospital"
"Mason","  Public Hospital Dist 2 Hospital Commissioner Position No. 1","WRITE-IN","","51","2.2467","Hospital"
"Mason","  Public Hospital Dist 2 Hospital Commissioner Position No. 5","Herb Gerhardt","","2168","97.6137","Hospital"
"Mason","  Public Hospital Dist 2 Hospital Commissioner Position No. 5","WRITE-IN","","53","2.3863","Hospital"
"Mason","  Port of Allyn Port Commissioner District No. 3","Scott Cooper","","2551","97.218","Port"
"Mason","  Port of Allyn Port Commissioner District No. 3","WRITE-IN","","73","2.782","Port"
"Mason","  Port of Dewatto Port Commissioner District No. 3","David (Dave) Haugen","","251","97.2868","Port"
"Mason","  Port of Dewatto Port Commissioner District No. 3","WRITE-IN","","7","2.7132","Port"
"Mason","  Port of Grapeview Port Commissioner District No. 3","Jean Farmer","","809","95.8531","Port"
"Mason","  Port of Grapeview Port Commissioner District No. 3","WRITE-IN","","35","4.1469","Port"
"Mason","  Port of Hoodsport Port Commissioner Position No. 1","Terry W Brazil","","616","95.356","Port"
"Mason","  Port of Hoodsport Port Commissioner Position No. 1","WRITE-IN","","30","4.644","Port"
"Mason","  Port of Shelton Port Commissioner Position No. 1","Susan Patterson","","4290","96.5781","Port"
"Mason","  Port of Shelton Port Commissioner Position No. 1","WRITE-IN","","152","3.4219","Port"
"Mason","  Port of Shelton Port Commissioner Position No. 2","Dick Taylor","","4299","96.5417","Port"
"Mason","  Port of Shelton Port Commissioner Position No. 2","WRITE-IN","","154","3.4583","Port"
"Mason","  Southside School 42 School Board Director Position No. 1","John E. Johnson","","334","52.8481","School"
"Mason","  Southside School 42 School Board Director Position No. 1","Don Robbins","","291","46.0443","School"
"Mason","  Southside School 42 School Board Director Position No. 1","WRITE-IN","","7","1.1076","School"
"Mason","  Southside School 42 School Board Director Position No. 2","Brandon Homan","","305","48.8","School"
"Mason","  Southside School 42 School Board Director Position No. 2","Laurie Cox","","313","50.08","School"
"Mason","  Southside School 42 School Board Director Position No. 2","WRITE-IN","","7","1.12","School"
"Mason","  Southside School 42 School Board Director Position No. 4","Eugenie (Gigi) Olsen","","316","49.921","School"
"Mason","  Southside School 42 School Board Director Position No. 4","Matt Jewett","","308","48.6572","School"
"Mason","  Southside School 42 School Board Director Position No. 4","WRITE-IN","","9","1.4218","School"
"Mason","  Grapeview School 54 School Board Director Position No. 2","Wes Martin","","744","95.8763","School"
"Mason","  Grapeview School 54 School Board Director Position No. 2","WRITE-IN","","32","4.1237","School"
"Mason","  Grapeview School 54 School Board Director Position No. 4","Day Wilkie-Dunham","","720","96.2567","School"
"Mason","  Grapeview School 54 School Board Director Position No. 4","WRITE-IN","","28","3.7433","School"
"Mason","  Grapeview School 54 School Board Director Position No. 5","Les Okonek","","746","96.2581","School"
"Mason","  Grapeview School 54 School Board Director Position No. 5","WRITE-IN","","29","3.7419","School"
"Mason","  Sch Dist 65 - McCleary School 65 Director District 1","Rebecca Scott","","15","100","School"
"Mason","  Sch Dist 65 - McCleary School 65 Director District 1","WRITE-IN","","0","0","School"
"Mason","  Sch Dist 65 - McCleary School 65 Director District 4","Teneille Carpenter","","13","100","School"
"Mason","  Sch Dist 65 - McCleary School 65 Director District 4","WRITE-IN","","0","0","School"
"Mason","  Sch Dist 65 - McCleary School 65 Director District 5","Nicole Skeem","","14","100","School"
"Mason","  Sch Dist 65 - McCleary School 65 Director District 5","WRITE-IN","","0","0","School"
"Mason","  Sch Dist 68 - Elma School 68 Director District 2","Jamie M. Bailey","","43","59.7222","School"
"Mason","  Sch Dist 68 - Elma School 68 Director District 2","Justin A. Cristelli","","28","38.8889","School"
"Mason","  Sch Dist 68 - Elma School 68 Director District 2","WRITE-IN","","1","1.3889","School"
"Mason","  Sch Dist 68 - Elma School 68 Director District 3","Bernadette Bower","","70","98.5915","School"
"Mason","  Sch Dist 68 - Elma School 68 Director District 3","WRITE-IN","","1","1.4085","School"
"Mason","  Sch Dist 68 - Elma School 68 Director District 4","Bethany Whipple-Boling","","62","98.4127","School"
"Mason","  Sch Dist 68 - Elma School 68 Director District 4","WRITE-IN","","1","1.5873","School"
"Mason","  Shelton School 309 School Board Director District No. 1","Sandy Tarzwell","","2119","51.6451","School"
"Mason","  Shelton School 309 School Board Director District No. 1","Cheryl Williams","","1889","46.0395","School"
"Mason","  Shelton School 309 School Board Director District No. 1","WRITE-IN","","95","2.3154","School"
"Mason","  Shelton School 309 School Board Director District No. 2","Dan Cooling","","3321","96.3726","School"
"Mason","  Shelton School 309 School Board Director District No. 2","WRITE-IN","","125","3.6274","School"
"Mason","  Shelton School 309 School Board Director Position No. 2","Keri Davidson","","3223","96.497","School"
"Mason","  Shelton School 309 School Board Director Position No. 2","WRITE-IN","","117","3.503","School"
"Mason","  Mary M Knight School 311 School Board Director District No. 1","Bryan Walsworth","","226","88.6275","School"
"Mason","  Mary M Knight School 311 School Board Director District No. 1","WRITE-IN","","29","11.3725","School"
"Mason","  Mary M Knight School 311 School Board Director District No. 3","Rick Johnson","","132","41.1215","School"
"Mason","  Mary M Knight School 311 School Board Director District No. 3","Cynthia Brehmeyer","","184","57.3209","School"
"Mason","  Mary M Knight School 311 School Board Director District No. 3","WRITE-IN","","5","1.5576","School"
"Mason","  Mary M Knight School 311 School Board Director Position No. 1","Mike Bateman ","","270","94.0767","School"
"Mason","  Mary M Knight School 311 School Board Director Position No. 1","WRITE-IN","","17","5.9233","School"
"Mason","  Mary M Knight School 311 School Board Director Position No. 2","Amanda Gonzales","","170","57.2391","School"
"Mason","  Mary M Knight School 311 School Board Director Position No. 2","Jennifer Jutson","","121","40.7407","School"
"Mason","  Mary M Knight School 311 School Board Director Position No. 2","WRITE-IN","","6","2.0202","School"
"Mason","  Pioneer School 402 School Board Director Position No. 1","Dave Daggett","","2532","96.0546","School"
"Mason","  Pioneer School 402 School Board Director Position No. 1","WRITE-IN","","104","3.9454","School"
"Mason","  Pioneer School 402 School Board Director Position No. 2","Janeen McLaughlin","","1624","56.5066","School"
"Mason","  Pioneer School 402 School Board Director Position No. 2","Susan (Soosi) Day","","1180","41.0578","School"
"Mason","  Pioneer School 402 School Board Director Position No. 2","WRITE-IN","","70","2.4356","School"
"Mason","  Pioneer School 402 School Board Director Position No. 4","Dwayne Kipple","","2375","96.1928","School"
"Mason","  Pioneer School 402 School Board Director Position No. 4","WRITE-IN","","94","3.8072","School"
"Mason","  Pioneer School 402 Local Capital Levy To Share Costs Of Expanding And Renovating Shelton High School","Levy...Yes","","2116","54.4379","School"
"Mason","  Pioneer School 402 Local Capital Levy To Share Costs Of Expanding And Renovating Shelton High School","Levy...No","","1771","45.5621","School"
"Mason","  North Mason School 403 School Board Director District No. 1","Art Wightman","","3157","97.0489","School"
"Mason","  North Mason School 403 School Board Director District No. 1","WRITE-IN","","96","2.9511","School"
"Mason","  North Mason School 403 School Board Director District No. 3","Laura L. Boad","","3176","96.6231","School"
"Mason","  North Mason School 403 School Board Director District No. 3","WRITE-IN","","111","3.3769","School"
"Mason","  North Mason School 403 School Board Director District No. 4","John Campbell","","3131","96.875","School"
"Mason","  North Mason School 403 School Board Director District No. 4","WRITE-IN","","101","3.125","School"
"Mason","  Hood Canal School 404 School Board Director District No. 1","Edie Reclusado","","1604","96.5102","School"
"Mason","  Hood Canal School 404 School Board Director District No. 1","WRITE-IN","","58","3.4898","School"
"Mason","  Hood Canal School 404 School Board Director District No. 2","Frances Longshore","","1571","96.9753","School"
"Mason","  Hood Canal School 404 School Board Director District No. 2","WRITE-IN","","49","3.0247","School"
"Mason","  Hood Canal School 404 School Board Director District No. 3","Deb Petersen","","1583","97.2956","School"
"Mason","  Hood Canal School 404 School Board Director District No. 3","WRITE-IN","","44","2.7044","School"
"Mason","  Hood Canal School 404 School Board Director District No. 5","Annie Robbins","","1630","97.3134","School"
"Mason","  Hood Canal School 404 School Board Director District No. 5","WRITE-IN","","45","2.6866","School"
"Mason","  Belfair Water Dist Water Commissioner Position No. 2","Jill Satran-Loudin","","184","97.3545","Water"
"Mason","  Belfair Water Dist Water Commissioner Position No. 2","WRITE-IN","","5","2.6455","Water"
"Mason","  Hartstene Pointe Water Water Commissioner Position No. 3","Robert Scarola","","102","78.4615","Water"
"Mason","  Hartstene Pointe Water Water Commissioner Position No. 3","WRITE-IN","","28","21.5385","Water"
"Mason","  Maggie Lake Water Dist Water Commissioner Position No. 1","Conrad H. Dodd","","61","95.3125","Water"
"Mason","  Maggie Lake Water Dist Water Commissioner Position No. 1","WRITE-IN","","3","4.6875","Water"
"Mason","  Tahuya River Water Dist Water Commissioner Position No. 1","Lisa Johnson","","75","93.75","Water"
"Mason","  Tahuya River Water Dist Water Commissioner Position No. 1","WRITE-IN","","5","6.25","Water"
"Mason","  Tahuya River Water Dist Water Commissioner Position No. 3","Brian Gregory","","73","93.5897","Water"
"Mason","  Tahuya River Water Dist Water Commissioner Position No. 3","WRITE-IN","","5","6.4103","Water"
"Mason","  Trails End Water Dist Water Commissioner Position No. 1","Joe Morris","","108","93.913","Water"
"Mason","  Trails End Water Dist Water Commissioner Position No. 1","WRITE-IN","","7","6.087","Water"
"Okanogan","  Referendum Measure No. 88","Approved","","3802","36.6988","State Executive"
"Okanogan","  Referendum Measure No. 88","Rejected","","6558","63.3012","State Executive"
"Okanogan","  Initiative Measure No. 976","Yes","","6966","65.2186","State Executive"
"Okanogan","  Initiative Measure No. 976","No","","3715","34.7814","State Executive"
"Okanogan","  Advisory Vote No. 20","Repealed","","7555","74.3456","State Executive"
"Okanogan","  Advisory Vote No. 20","Maintained","","2607","25.6544","State Executive"
"Okanogan","  Advisory Vote No. 21","Repealed","","7392","72.2651","State Executive"
"Okanogan","  Advisory Vote No. 21","Maintained","","2837","27.7349","State Executive"
"Okanogan","  Advisory Vote No. 22","Repealed","","7704","75.7746","State Executive"
"Okanogan","  Advisory Vote No. 22","Maintained","","2463","24.2254","State Executive"
"Okanogan","  Advisory Vote No. 23","Repealed","","4690","45.2703","State Executive"
"Okanogan","  Advisory Vote No. 23","Maintained","","5670","54.7297","State Executive"
"Okanogan","  Advisory Vote No. 24","Repealed","","7772","77.2027","State Executive"
"Okanogan","  Advisory Vote No. 24","Maintained","","2295","22.7973","State Executive"
"Okanogan","  Advisory Vote No. 25","Repealed","","7213","70.9592","State Executive"
"Okanogan","  Advisory Vote No. 25","Maintained","","2952","29.0408","State Executive"
"Okanogan","  Advisory Vote No. 26","Repealed","","7087","70.1544","State Executive"
"Okanogan","  Advisory Vote No. 26","Maintained","","3015","29.8456","State Executive"
"Okanogan","  Advisory Vote No. 27","Repealed","","7813","76.2095","State Executive"
"Okanogan","  Advisory Vote No. 27","Maintained","","2439","23.7905","State Executive"
"Okanogan","  Advisory Vote No. 28","Repealed","","5811","57.8785","State Executive"
"Okanogan","  Advisory Vote No. 28","Maintained","","4229","42.1215","State Executive"
"Okanogan","  Advisory Vote No. 29","Repealed","","7789","77.1264","State Executive"
"Okanogan","  Advisory Vote No. 29","Maintained","","2310","22.8736","State Executive"
"Okanogan","  Advisory Vote No. 30","Repealed","","6874","68.4048","State Executive"
"Okanogan","  Advisory Vote No. 30","Maintained","","3175","31.5952","State Executive"
"Okanogan","  Advisory Vote No. 31","Repealed","","5755","56.8845","State Executive"
"Okanogan","  Advisory Vote No. 31","Maintained","","4362","43.1155","State Executive"
"Okanogan","  Proposed Amendments to the Constitution - Senate Joint Resolution No. 8200","Approved","","5267","51.3353","State Executive"
"Okanogan","  Proposed Amendments to the Constitution - Senate Joint Resolution No. 8200","Rejected","","4993","48.6647","State Executive"
"Okanogan","  Local Proposition No. 2 Okanogan County Sales Tax For Emergency Communication Systems And Facilities","Yes","","7226","68.6817","County"
"Okanogan","  Local Proposition No. 2 Okanogan County Sales Tax For Emergency Communication Systems And Facilities","No","","3295","31.3183","County"
"Okanogan","  TOWN OF CONCONULLY Local Proposition No. 1 Town of Conconully, Washington Community Service Commplex Bonds","Approved","","46","60.5263","City/Town"
"Okanogan","  TOWN OF CONCONULLY Local Proposition No. 1 Town of Conconully, Washington Community Service Commplex Bonds","Rejected","","30","39.4737","City/Town"
"Okanogan","  CEMETERY DISTRICT 04 Local Proposition No. 1 Property Tax Levy Lid-Lift","Yes","","458","60.2632","Cemetery"
"Okanogan","  CEMETERY DISTRICT 04 Local Proposition No. 1 Property Tax Levy Lid-Lift","No","","302","39.7368","Cemetery"
"Okanogan","  HOSPITAL DISTRICT 01 Commissioner Pos. 2 At Large ","Leslie McNamara","","2181","98.7772","Hospital"
"Okanogan","  HOSPITAL DISTRICT 01 Commissioner Pos. 2 At Large ","WRITE-IN","","27","1.2228","Hospital"
"Okanogan","  HOSPITAL DISTRICT 01 Commissioner Pos. 3 At Large ","Michael Pruett","","2284","99.0889","Hospital"
"Okanogan","  HOSPITAL DISTRICT 01 Commissioner Pos. 3 At Large ","WRITE-IN","","21","0.9111","Hospital"
"Okanogan","  HOSPITAL DISTRICT 01 Commissioner Pos. 4 At large ","Cherryl (Cherri) Thomas","","2169","98.4567","Hospital"
"Okanogan","  HOSPITAL DISTRICT 01 Commissioner Pos. 4 At large ","WRITE-IN","","34","1.5433","Hospital"
"Okanogan","  HOSPITAL DISTRICT 03 Commissioner District 2","Evon LaGrou","","2386","97.229","Hospital"
"Okanogan","  HOSPITAL DISTRICT 03 Commissioner District 2","WRITE-IN","","68","2.771","Hospital"
"Okanogan","  HOSPITAL DISTRICT 03 Commissioner District 5 At Large","Jerry Bowes","","2422","97.5826","Hospital"
"Okanogan","  HOSPITAL DISTRICT 03 Commissioner District 5 At Large","WRITE-IN","","60","2.4174","Hospital"
"Okanogan","  HOSPITAL DISTRICT 04 Commissioner District 1","Dick Larson","","1883","96.5146","Hospital"
"Okanogan","  HOSPITAL DISTRICT 04 Commissioner District 1","WRITE-IN","","68","3.4854","Hospital"
"Okanogan","  HOSPITAL DISTRICT 04 Commissioner District 5 At Large","Adam Tibbs","","1853","96.1598","Hospital"
"Okanogan","  HOSPITAL DISTRICT 04 Commissioner District 5 At Large","WRITE-IN","","74","3.8402","Hospital"
"Okanogan","  GRANT COUNTY HOSPITAL DIST #6 HOSPITAL COMMISSIONER #01","Brenda Turner","","154","43.0168","Hospital"
"Okanogan","  GRANT COUNTY HOSPITAL DIST #6 HOSPITAL COMMISSIONER #01","Kristan Hare","","200","55.8659","Hospital"
"Okanogan","  GRANT COUNTY HOSPITAL DIST #6 HOSPITAL COMMISSIONER #01","WRITE-IN","","4","1.1173","Hospital"
"Okanogan","  GRANT COUNTY HOSPITAL DIST #6 HOSPITAL COMMISSIONER #05","Betty Brueske","","144","39.8892","Hospital"
"Okanogan","  GRANT COUNTY HOSPITAL DIST #6 HOSPITAL COMMISSIONER #05","Bradley Parrish","","213","59.0028","Hospital"
"Okanogan","  GRANT COUNTY HOSPITAL DIST #6 HOSPITAL COMMISSIONER #05","WRITE-IN","","4","1.108","Hospital"
"Okanogan","  CITY OF BREWSTER Council Pos. 4","Avis Erickson","","136","97.8417","City/Town"
"Okanogan","  CITY OF BREWSTER Council Pos. 4","WRITE-IN","","3","2.1583","City/Town"
"Okanogan","  CITY OF BREWSTER Council Pos. 5","Timothy Rieb","","135","95.7447","City/Town"
"Okanogan","  CITY OF BREWSTER Council Pos. 5","WRITE-IN","","6","4.2553","City/Town"
"Okanogan","  CITY OF COULEE DAM Mayor","Bob Poch","","136","95.1049","City/Town"
"Okanogan","  CITY OF COULEE DAM Mayor","WRITE-IN","","7","4.8951","City/Town"
"Okanogan","  CITY OF COULEE DAM Council Pos. 2","Merv Schmidt","","143","97.9452","City/Town"
"Okanogan","  CITY OF COULEE DAM Council Pos. 2","WRITE-IN","","3","2.0548","City/Town"
"Okanogan","  CITY OF COULEE DAM Council Pos. 5","Keith St. Jeor","","130","97.0149","City/Town"
"Okanogan","  CITY OF COULEE DAM Council Pos. 5","WRITE-IN","","4","2.9851","City/Town"
"Okanogan","  CITY OF OKANOGAN Council Pos. 1","Lisa Bauer","","307","98.7138","City/Town"
"Okanogan","  CITY OF OKANOGAN Council Pos. 1","WRITE-IN","","4","1.2862","City/Town"
"Okanogan","  CITY OF OKANOGAN Council Pos. 4","Wayne L. Turner","","318","99.0654","City/Town"
"Okanogan","  CITY OF OKANOGAN Council Pos. 4","WRITE-IN","","3","0.9346","City/Town"
"Okanogan","  CITY OF OKANOGAN Council Pos. 5","Greg Oyler","","304","98.3819","City/Town"
"Okanogan","  CITY OF OKANOGAN Council Pos. 5","WRITE-IN","","5","1.6181","City/Town"
"Okanogan","  CITY OF OKANOGAN Council Pos. 6","Denise Varner","","308","98.0892","City/Town"
"Okanogan","  CITY OF OKANOGAN Council Pos. 6","WRITE-IN","","6","1.9108","City/Town"
"Okanogan","  CITY OF OKANOGAN Council Pos. 7","Patricia Stanton","","291","97.651","City/Town"
"Okanogan","  CITY OF OKANOGAN Council Pos. 7","WRITE-IN","","7","2.349","City/Town"
"Okanogan","  CITY OF OMAK Council Pos. 4","David Womack","","658","95.5007","City/Town"
"Okanogan","  CITY OF OMAK Council Pos. 4","WRITE-IN","","31","4.4993","City/Town"
"Okanogan","  CITY OF OMAK Council Pos. 5","Barry Wayne Freel","","640","95.6652","City/Town"
"Okanogan","  CITY OF OMAK Council Pos. 5","WRITE-IN","","29","4.3348","City/Town"
"Okanogan","  CITY OF OMAK Council Pos. 6","Stephen D. Clark","","628","95.2959","City/Town"
"Okanogan","  CITY OF OMAK Council Pos. 6","WRITE-IN","","31","4.7041","City/Town"
"Okanogan","  CITY OF OMAK Council Pos. 7","Walter Womack","","635","95.2024","City/Town"
"Okanogan","  CITY OF OMAK Council Pos. 7","WRITE-IN","","32","4.7976","City/Town"
"Okanogan","  CITY OF OROVILLE Council Pos. 2","Michael H. Marthaller (Mike)","","215","99.537","City/Town"
"Okanogan","  CITY OF OROVILLE Council Pos. 2","WRITE-IN","","1","0.463","City/Town"
"Okanogan","  CITY OF OROVILLE Council Pos. 3","David &quot;Mac&quot; McElheran","","217","99.0868","City/Town"
"Okanogan","  CITY OF OROVILLE Council Pos. 3","WRITE-IN","","2","0.9132","City/Town"
"Okanogan","  CITY OF OROVILLE Council Pos. 4","Walter A Hart III","","235","98.7395","City/Town"
"Okanogan","  CITY OF OROVILLE Council Pos. 4","WRITE-IN","","3","1.2605","City/Town"
"Okanogan","  CITY OF OROVILLE Council Pos. 5","Kolo Moser","","225","97.8261","City/Town"
"Okanogan","  CITY OF OROVILLE Council Pos. 5","WRITE-IN","","5","2.1739","City/Town"
"Okanogan","  CITY OF PATEROS Council Pos. 2","Holly Bange","","82","93.1818","City/Town"
"Okanogan","  CITY OF PATEROS Council Pos. 2","WRITE-IN","","6","6.8182","City/Town"
"Okanogan","  CITY OF PATEROS Council Pos. 3","George L. Brady","","72","81.8182","City/Town"
"Okanogan","  CITY OF PATEROS Council Pos. 3","WRITE-IN","","16","18.1818","City/Town"
"Okanogan","  CITY OF PATEROS Council Pos. 4","Michael Harding","(Prefers Republican Party)","80","93.0233","City/Town"
"Okanogan","  CITY OF PATEROS Council Pos. 4","WRITE-IN","","6","6.9767","City/Town"
"Okanogan","  CITY OF PATEROS Council Pos. 5","Megan Sherrard","","85","96.5909","City/Town"
"Okanogan","  CITY OF PATEROS Council Pos. 5","WRITE-IN","","3","3.4091","City/Town"
"Okanogan","  CITY OF TONASKET Council Pos. 2","Deanna Swallom","","73","29.5547","City/Town"
"Okanogan","  CITY OF TONASKET Council Pos. 2","Jeff McMillan","","162","65.587","City/Town"
"Okanogan","  CITY OF TONASKET Council Pos. 2","WRITE-IN","","12","4.8583","City/Town"
"Okanogan","  CITY OF TONASKET Council Pos. 4","Alisa Weddle","","139","53.668","City/Town"
"Okanogan","  CITY OF TONASKET Council Pos. 4","George Hill","","112","43.2432","City/Town"
"Okanogan","  CITY OF TONASKET Council Pos. 4","WRITE-IN","","8","3.0888","City/Town"
"Okanogan","  CITY OF TONASKET Council Pos. 5","Marylou Kriner","","170","90.9091","City/Town"
"Okanogan","  CITY OF TONASKET Council Pos. 5","WRITE-IN","","17","9.0909","City/Town"
"Okanogan","  TOWN OF CONCONULLY Council Pos. 4","Norma N. Clark","","53","92.9825","City/Town"
"Okanogan","  TOWN OF CONCONULLY Council Pos. 4","WRITE-IN","","4","7.0175","City/Town"
"Okanogan","  TOWN OF CONCONULLY Council Pos. 5","Jim Lemaster","","53","98.1481","City/Town"
"Okanogan","  TOWN OF CONCONULLY Council Pos. 5","WRITE-IN","","1","1.8519","City/Town"
"Okanogan","  TOWN OF ELMER CITY Mayor","Jesse Tillman","","52","96.2963","City/Town"
"Okanogan","  TOWN OF ELMER CITY Mayor","WRITE-IN","","2","3.7037","City/Town"
"Okanogan","  TOWN OF ELMER CITY Council Pos. 1","Michael Humiston","","46","95.8333","City/Town"
"Okanogan","  TOWN OF ELMER CITY Council Pos. 1","WRITE-IN","","2","4.1667","City/Town"
"Okanogan","  TOWN OF ELMER CITY Council Pos. 4","Donald Bonertz","","48","97.9592","City/Town"
"Okanogan","  TOWN OF ELMER CITY Council Pos. 4","WRITE-IN","","1","2.0408","City/Town"
"Okanogan","  TOWN OF ELMER CITY Council Pos. 5","Terje Berg","","46","97.8723","City/Town"
"Okanogan","  TOWN OF ELMER CITY Council Pos. 5","WRITE-IN","","1","2.1277","City/Town"
"Okanogan","  TOWN OF NESPELEM Mayor","Darcy A. Epperson","","23","88.4615","City/Town"
"Okanogan","  TOWN OF NESPELEM Mayor","WRITE-IN","","3","11.5385","City/Town"
"Okanogan","  TOWN OF NESPELEM Council Pos. 1","Dawn Ensminger","","23","88.4615","City/Town"
"Okanogan","  TOWN OF NESPELEM Council Pos. 1","WRITE-IN","","3","11.5385","City/Town"
"Okanogan","  TOWN OF NESPELEM Council Pos. 2","Sally A Hutton","","25","100","City/Town"
"Okanogan","  TOWN OF NESPELEM Council Pos. 2","WRITE-IN","","0","0","City/Town"
"Okanogan","  TOWN OF NESPELEM Council Pos. 5","Jama Van Brunt","(Prefers Democratic Party)","23","95.8333","City/Town"
"Okanogan","  TOWN OF NESPELEM Council Pos. 5","WRITE-IN","","1","4.1667","City/Town"
"Okanogan","  TOWN OF RIVERSIDE Mayor","Jason Hubbard","","54","96.4286","City/Town"
"Okanogan","  TOWN OF RIVERSIDE Mayor","WRITE-IN","","2","3.5714","City/Town"
"Okanogan","  TOWN OF RIVERSIDE Council Pos. 4","Sandra Schneider","","49","100","City/Town"
"Okanogan","  TOWN OF RIVERSIDE Council Pos. 4","WRITE-IN","","0","0","City/Town"
"Okanogan","  TOWN OF TWISP Mayor","Vern Nations","","89","23.2984","City/Town"
"Okanogan","  TOWN OF TWISP Mayor","Soo Ing-Moody","","291","76.178","City/Town"
"Okanogan","  TOWN OF TWISP Mayor","WRITE-IN","","2","0.5236","City/Town"
"Okanogan","  TOWN OF TWISP Council Pos. 1","Hannah Cordes","","246","98.7952","City/Town"
"Okanogan","  TOWN OF TWISP Council Pos. 1","WRITE-IN","","3","1.2048","City/Town"
"Okanogan","  TOWN OF TWISP Council Pos. 3","Leone C. Edson","","97","26.5753","City/Town"
"Okanogan","  TOWN OF TWISP Council Pos. 3","Alan Caswell","","266","72.8767","City/Town"
"Okanogan","  TOWN OF TWISP Council Pos. 3","WRITE-IN","","2","0.5479","City/Town"
"Okanogan","  TOWN OF TWISP Council Pos. 4","Kevin K. Hickman","","101","28.3708","City/Town"
"Okanogan","  TOWN OF TWISP Council Pos. 4","Mark Easton","","253","71.0674","City/Town"
"Okanogan","  TOWN OF TWISP Council Pos. 4","WRITE-IN","","2","0.5618","City/Town"
"Okanogan","  TOWN OF TWISP Council Pos. 5","Hans Smith","","262","97.037","City/Town"
"Okanogan","  TOWN OF TWISP Council Pos. 5","WRITE-IN","","8","2.963","City/Town"
"Okanogan","  TOWN OF WINTHROP Council Pos. 3","Ben Nelson","","148","96.1039","City/Town"
"Okanogan","  TOWN OF WINTHROP Council Pos. 3","WRITE-IN","","6","3.8961","City/Town"
"Okanogan","  TOWN OF WINTHROP Council Pos. 4","William Kilby","","149","96.7532","City/Town"
"Okanogan","  TOWN OF WINTHROP Council Pos. 4","WRITE-IN","","5","3.2468","City/Town"
"Okanogan","  TOWN OF WINTHROP Council Pos. 5","William McAdow","","157","97.5155","City/Town"
"Okanogan","  TOWN OF WINTHROP Council Pos. 5","WRITE-IN","","4","2.4845","City/Town"
"Okanogan","  NESPELEM SCHOOL 14 Director District 1","Anna M. Vargas","","124","93.9394","School"
"Okanogan","  NESPELEM SCHOOL 14 Director District 1","WRITE-IN","","8","6.0606","School"
"Okanogan","  NESPELEM SCHOOL 14 Director District 2","Annette E. Moses","","124","95.3846","School"
"Okanogan","  NESPELEM SCHOOL 14 Director District 2","WRITE-IN","","6","4.6154","School"
"Okanogan","  NESPELEM SCHOOL 14 Director District 4","Stephanie &quot;Pete&quot; Palmer","","106","89.0756","School"
"Okanogan","  NESPELEM SCHOOL 14 Director District 4","WRITE-IN","","13","10.9244","School"
"Okanogan","  OMAK SCHOOL 19 Director District 2","Lisa N True","","730","31.9195","School"
"Okanogan","  OMAK SCHOOL 19 Director District 2","PETE SIROIS","","1544","67.512","School"
"Okanogan","  OMAK SCHOOL 19 Director District 2","WRITE-IN","","13","0.5684","School"
"Okanogan","  OMAK SCHOOL 19 Director District 3","James M. Miller","","879","39.3113","School"
"Okanogan","  OMAK SCHOOL 19 Director District 3","Jerry Day","","1339","59.8837","School"
"Okanogan","  OMAK SCHOOL 19 Director District 3","WRITE-IN","","18","0.805","School"
"Okanogan","  OMAK SCHOOL 19 Director District 4","Chris O'Neil","","1128","48.0818","School"
"Okanogan","  OMAK SCHOOL 19 Director District 4","Darrel Diebel","","1207","51.4493","School"
"Okanogan","  OMAK SCHOOL 19 Director District 4","WRITE-IN","","11","0.4689","School"
"Okanogan","  OMAK SCHOOL 19 Director District 5 At Large ","Steve McNeese","","1124","45.8401","School"
"Okanogan","  OMAK SCHOOL 19 Director District 5 At Large ","Kathie Brown","","1320","53.8336","School"
